domain,aplication,version,accounts,MAU,HYAU,posts
omani.social,mastodon,4.2.10,14,3,4,176
social.ndlug.org,mastodon,4.2.12,14,6,6,842
danampersanderic.social,mastodon,4.2.12,14,3,4,52
osten.social,mastodon,4.2.12,14,5,9,169
tuffidon.de,mastodon,4.2.10,14,3,6,1566
flausch.social,mastodon,4.3.0-beta.2,14,8,9,5256
memtech.social,mastodon,4.2.7,14,2,3,782
mastodon.quantumindigo.org,mastodon,4.2.10,14,0,2,2138
phparch.social,mastodon,4.1.5,14,9,9,2136
social.e-editiones.org,mastodon,4.2.12,14,5,7,199
demon.haus,mastodon,4.2.12,14,7,9,5992
social.cu2d.com,mastodon,4.1.1,14,9,11,48746
the.enchanted.quest,mastodon,4.3.0-alpha.5+glitch,14,4,6,1600
hackerspace.au,mastodon,4.2.11,14,4,5,555
diaspora.im,mastodon,4.3.0-beta.1+glitch,14,10,12,9082
owo.ff15.eu,mastodon,4.3.0-alpha.5+glitch+cat+1.0.0,14,7,10,1760
wkly.ws,mastodon,4.2.12,14,4,5,1451
travel-friends.chat,mastodon,4.2.10,14,8,11,1345
social.mjohnson.tech,mastodon,4.2.11,14,1,2,56
almajlis.me,mastodon,4.2.12,14,4,5,122
kaji.social,mastodon,4.2.12,14,1,5,1206
mastodon.creation.md,mastodon,4.2.12,14,2,3,11
mas.nzcow.com,mastodon,4.2.12,14,7,8,384
bb5.social,mastodon,4.2.12,14,6,6,236
adastra234.info,mastodon,4.2.1+whippyEdition,14,6,14,71967
mastodon.fibee.fr,mastodon,4.2.12,14,0,0,587
bimbo.social,mastodon,4.3.0-beta.1+glitch,14,1,1,90
music.social,mastodon,4.2.11,14,3,6,157
kocour.club,mastodon,4.2.12,14,7,9,1882
mastodon.jamidisi-edu.de,mastodon,4.2.10,14,3,3,46
toot.pingu4.me,mastodon,4.2.12,14,10,13,5663
reverie.masto.host,mastodon,4.2.12,14,7,14,2082
social.gamingecke.space,mastodon,4.2.10,14,2,4,319
mastodon.blackblock.rocks,mastodon,4.3.0-alpha.1,14,0,1,560
mastodon.macstories.net,mastodon,4.2.8,14,12,12,10206
natestodon.social,mastodon,4.2.12,14,2,11,116
woz.ap.social,mastodon,4.1.4,14,1,4,11
mamut.tic-ac.org,mastodon,3.4.1,14,2,2,532
my.noisome.space,mastodon,4.2.10,14,3,3,4065
glowing.garden,mastodon,3.5.3,14,10,12,2441
developerszion.com,mastodon,3.5.12,14,0,0,56
sandbox.mastodon.iftas.org,mastodon,4.2.12,14,1,6,40
mastodon.bstly.de,mastodon,4.2.12,14,2,4,373
mastodon.ap-msk.com,mastodon,4.2.12,14,1,1,25
kanina.be,mastodon,4.2.10,13,1,4,7142
uff.rip,mastodon,4.2.10,13,7,8,55204
snapp.social,mastodon,4.2.12,13,7,10,7940
popon.pptdn.jp,mastodon,4.2.0,13,2,2,102622
talkedabout.social,mastodon,3.5.3,13,6,9,25165
fiera.social,mastodon,4.2.12,13,12,14,1528
mastodon.miri.site,mastodon,4.1.18,13,1,2,33
gratefuldread.masto.host,mastodon,4.2.12,13,8,10,170596
ngmx.com,mastodon,4.2.12,13,12,12,28327
bot.swiss.social,mastodon,4.2.12,13,8,8,19551
puzzl.hostdon.ne.jp,mastodon,4.2.12,13,0,1,66
awoo.studio,mastodon,4.2.10,13,4,8,1459
chatwithus.live,mastodon,4.3.0-alpha.5+glitch,13,12,15,3168
fantastic.earth,mastodon,4.2.12,13,8,11,7497
802.3ether.net,mastodon,4.3.0-beta.2+qdon.glitch,13,9,12,75266
mstdn.forfun.su,mastodon,4.2.12,13,13,13,518
bols.games,mastodon,4.2.3,13,1,2,8795
social.twotenlabs.net,mastodon,4.2.12,13,6,9,1449
tootbot.org,mastodon,4.2.10,13,3,4,415
proto7.io,mastodon,4.2.10,13,1,3,387
m.wulingate.com,mastodon,4.2.12,13,1,2,431
witten.social,mastodon,4.2.12,13,9,9,377
conesphere.social,mastodon,4.2.12,13,2,2,7772
uec-mstdn.com,mastodon,4.1.2,13,0,2,682
eponaauthor.social,mastodon,4.2.12,13,2,3,3362
ofurodon.com,mastodon,4.2.10+c031855,13,4,6,69
mastodon.ashevillains.org,mastodon,4.2.12,13,1,1,411
masto.popgeeks.com,mastodon,4.3.0-beta.1+glitch,13,2,2,2615
theinternet.social,mastodon,4.2.12,13,8,9,5557
mastodon.madhammer.club,mastodon,4.2.12,13,3,5,552
jforo.com,mastodon,4.1.18,13,12,13,466973
dfir.social,mastodon,4.2.12,13,1,3,567
mastodon.zevs.me,mastodon,4.3.0-beta.1,13,2,2,271
theatrez.day,mastodon,4.2.12,13,9,11,694
social.wowmedia.net,mastodon,4.2.12,13,8,13,899
shitpost.school,mastodon,4.2.12,13,1,6,48
social.oddly-influenced.dev,mastodon,4.2.12,13,5,7,885
wholesome.computer,mastodon,4.2.10,13,5,5,787
eorzea.social,mastodon,4.2.0,13,3,5,616
hypermute.com,mastodon,4.2.7,13,3,3,330
bbq.golf,mastodon,4.2.12,13,1,3,406
social.medienzentrum.rocks,mastodon,4.2.12,13,3,5,130
hydrocube.space,mastodon,4.2.10,13,4,5,2475
alwayssleeping.com,mastodon,4.2.10,13,1,3,282
snowfan.masto.host,mastodon,4.2.12,13,14,25,5972
freesewing.social,mastodon,4.2.12,13,7,9,128
digitalpioneers.social,mastodon,4.2.12,13,4,7,1034
vipper.party,mastodon,4.1.4,13,4,10,145
social.flipdot.org,mastodon,4.2.12,13,5,7,576
neuland.social,mastodon,4.2.10,13,3,8,580
ice-lolly.social,mastodon,4.2.12,13,8,9,3715
idw-online.social,mastodon,4.2.12,13,4,7,22990
hexagon.space,mastodon,4.1.4,13,2,4,697
denvr.social,mastodon,4.2.12,13,4,5,2691
campduffel.social,mastodon,3.0.1,13,1,2,2508
hal9.ooo,mastodon,4.2.11,13,10,11,6663
talamanca.social,mastodon,4.2.7,13,5,6,6685
eimsbuettel.social,mastodon,4.2.12,13,5,7,304
mastinsaan.in,mastodon,4.2.12,13,7,8,5321
farlands.cafe,mastodon,4.3.0-alpha.5+farlands,13,5,7,333
ilys.fm,mastodon,4.2.12,13,4,5,2710
skrivel.se,mastodon,4.2.12,13,7,8,6005
cas.social,mastodon,4.2.10,13,3,5,498
alpaka.garden,mastodon,4.2.11,13,12,12,7284
mastodon.experienceadvisors.io,mastodon,4.2.12,13,0,1,186
social.okoyono.de,mastodon,4.2.12,13,6,7,3341
mastodon.dragonbox.de,mastodon,4.2.10,13,1,3,5304
gaymer.social,mastodon,4.3.0-alpha.5+glitch,13,9,10,731
mastodon.adju.st,mastodon,4.2.12,13,3,6,96
terra.social,mastodon,4.2.10,13,6,7,389
fed.fsub.de,mastodon,4.2.11,13,3,5,147
kalmar.social,mastodon,4.2.10,13,3,3,5233
sciences.dental,mastodon,4.2.12,13,3,5,99
solarcene.community,mastodon,4.2.10,13,6,9,8408
pets.contact,mastodon,4.2.12,13,1,2,334
pancake.masto.host,mastodon,4.2.12,13,0,1,42
b0x.social,mastodon,4.2.1,13,3,6,457
social.anjara.eu,mastodon,4.2.12,13,0,2,44
qth.social,mastodon,4.2.12,13,3,3,4040
dbg.social,mastodon,4.2.10,13,2,2,131
dindon.one,mastodon,4.2.10,13,6,8,29038
cybersecurity.theater,mastodon,4.2.12,13,3,5,3109
member.ro,mastodon,4.2.10,13,2,7,33
tooter.kr,mastodon,4.1.4,13,1,4,1150
m.flyemoji.moe,mastodon,4.2.10,13,4,11,538
flanintheface.com,mastodon,4.2.12,13,2,2,4713
campdarling.com,mastodon,4.1.4,13,2,5,22
za.la,mastodon,4.2.12,13,7,11,411
mastodon.liyuan.app,mastodon,4.2.12,13,8,11,38789
social.ndn.digital,mastodon,3.4.3,13,0,1,19
coplus.social,mastodon,4.2.8,13,0,0,14
social.krui.me,mastodon,4.1.0,13,4,4,277
patriciadrive.com,mastodon,4.1.5,13,1,1,150
brokkoli.social,mastodon,4.2.12,13,7,8,320
seglerinfo.social,mastodon,4.2.10,13,4,4,1585
1132don.com,mastodon,4.2.12,13,2,5,1666
computational.agency,mastodon,3.3.0,13,0,0,11
mastodon.elevenways.be,mastodon,4.3.0-beta.1,13,2,3,804
mastodon.lqx.net,mastodon,4.2.12,13,1,2,802
social.npo.nl,mastodon,4.2.10,13,4,9,1059
mastodon.137i.de,mastodon,4.2.12,13,3,4,1278
social.ahlroos.me,mastodon,4.2.12,13,11,11,1525
social.3dots.lv,mastodon,4.2.12,13,1,2,190930
social.crabs.life,mastodon,4.3.0-alpha.5+glitch,13,3,5,520
mastodon.omnigroup.com,mastodon,4.2.10,13,11,12,229
tooter.sftn.eu,mastodon,4.2.10,13,3,3,33
social.boykisser.systems,mastodon,4.2.12,13,0,3,148
mastodon-test.fsd.team,mastodon,4.2.12,13,15,15,9
social.memecpy.xyz,mastodon,4.2.12,13,1,1,84
tiniest.world,mastodon,3.4.4,13,5,7,2010
www.zohup.com,mastodon,4.2.12,13,4,13,0
news.piaf.im,mastodon,4.2.10,13,12,12,66128
t.sugar.dad,mastodon,4.2.10,13,3,4,6
wellesley100.masto.host,mastodon,4.2.12,13,5,12,82
mastodon.pwei.at,mastodon,4.1.19,13,5,7,795
nanao.cybtex.fr,mastodon,3.3.0,13,11,11,46314
mysocial.community,mastodon,4.2.10,12,1,2,378
social.skewed.de,mastodon,4.3.0-alpha.5+glitch.th,12,5,5,19679
workaholic.cloud,mastodon,4.3.0-beta.1,12,24,28,173
sb17.space,mastodon,4.1.13,12,4,5,8678
waf.social,mastodon,4.2.12,12,2,3,185
mstdn.one,mastodon,4.2.12,12,1,8,1110
supervolcano.angryshark.eu,mastodon,4.3.0-alpha.5+glitch,12,5,8,3454
birb.site,mastodon,4.2.12,12,5,6,56984
entomophagy.world,mastodon,4.2.12,12,1,3,537
tomkahe.com,mastodon,4.3.0-beta.1+tom,12,11,12,90794
boldcity.social,mastodon,4.3.0-nightly.2024-02-17-security+glitch,12,3,5,1900
eyes4you.org,mastodon,4.3.0-beta.1,12,4,4,2288
rincha.club,mastodon,4.2.10,12,1,1,782
cmm.fyi,mastodon,4.0.2,12,4,6,2285
lazysocial.de,mastodon,4.2.12,12,5,9,14050
innocent.yukimochi.io,mastodon,4.2.12,12,0,1,569
bongo.social,mastodon,4.2.12,12,3,7,72
wakoka.com,mastodon,4.1.18,12,11,12,109219
micro.blogs.princeton.edu,mastodon,4.2.12,12,6,8,121
dz.social,mastodon,4.2.12,12,3,3,1861
eicker.news,mastodon,4.2.12,12,11,11,11371
hellions.cloud,mastodon,4.2.12,12,2,5,7440
mstdn.3naly.xyz,mastodon,4.2.7,12,7,9,9325
mastodon.solar,mastodon,4.0.2,12,2,2,1045
edge.taruntarun.net,mastodon,4.3.0-beta.1,12,1,1,683
pandas.social,mastodon,4.3.0-beta.2,12,4,4,1279
cho.yukiya.me,mastodon,4.2.12,12,3,9,7166
1210.nl,mastodon,4.2.12,12,2,2,1022
free.gluten.space,mastodon,4.3.0-beta.1+glitch,12,5,7,18672
bikesare.cool,mastodon,4.3.0-alpha.1,12,0,0,254
wisdomhole.com,mastodon,4.0.2,12,8,9,13251
xarxamontgri.masto.host,mastodon,4.2.12,12,3,3,37546
dustbuster.club,mastodon,4.1.15,12,4,4,1013
bloom.surf,mastodon,4.2.12,12,5,6,417
newmusic.social,mastodon,4.1.18,12,1,1,867
umet.us,mastodon,4.0.2,12,1,1,832
x86.social,mastodon,4.0.2,12,0,1,61
mastodon.481516.xyz,mastodon,4.1.7,12,1,1,293
mastodon.mauve.moe,mastodon,3.5.10,12,2,4,4534
weyhe.social,mastodon,4.2.12,12,6,10,8515
social.typica.us,mastodon,3.4.6,12,2,2,8176
socialcoderz.com,mastodon,4.2.8,12,1,3,754
mastodon.hexix.de,mastodon,4.2.12,12,5,7,1596
trunk.lol,mastodon,4.2.12,12,8,9,2597
connectified.com,mastodon,4.2.12,12,5,9,18524
lizard.zone,mastodon,4.1.3,12,2,5,1727
connected.so,mastodon,4.0.2,12,1,3,70
msps.io,mastodon,4.2.10,12,1,1,1662
dannythe.site,mastodon,4.2.12,12,1,1,1312
bostonmusic.online,mastodon,4.2.12,12,1,1,3854
degrowth.social,mastodon,4.2.11,12,4,8,4136
cysec.social,mastodon,4.2.10,12,7,12,8929
social.la10cy.net,mastodon,4.2.12,12,7,9,6182
awjeez.help,mastodon,4.2.12,12,3,6,2148
sebitech.social,mastodon,3.5.1,12,1,2,108
mond-basis.eu,mastodon,4.2.10,12,6,8,55789
celsius.letemps.social,mastodon,4.2.12,12,4,6,340
social.rooty.fr,mastodon,4.2.12,12,2,2,79
ramble.space,mastodon,4.2.12,12,3,3,42
mastodon.wurzelmann.at,mastodon,4.2.12,12,7,9,39218
plock.social,mastodon,4.2.11,12,2,2,412
social-t.uibk.ac.at,mastodon,4.2.12,12,0,6,7
mastodon.evolix.org,mastodon,4.2.12,12,4,6,3080
jubi.life,mastodon,4.3.0-alpha.3+glitchcity,12,8,9,54328
social.zym.lol,mastodon,4.2.12,12,4,5,3039
mastodon.hccp.org,mastodon,4.2.10,12,4,6,8928
kiloduck.com,mastodon,4.2.1,12,1,2,292
dopamine.social,mastodon,4.2.10,12,5,12,305
mastodon.oldstyle-project.org,mastodon,4.2.12,12,1,5,157
pon.ee,mastodon,4.2.12,12,5,7,294
communist.accountant,mastodon,4.2.12,12,1,7,339
cccwi.social,mastodon,4.2.10,12,6,7,181
teslapwners.club,mastodon,4.2.12,12,4,6,149750
skol.social,mastodon,4.2.12,12,8,11,1730
fediverse.au,mastodon,4.2.10,12,4,7,377
outergod.art,mastodon,4.0.2,12,2,4,112
mastoscat.club,mastodon,4.2.12,12,5,11,1676
social.poltava.dcomm.net.ua,mastodon,4.2.12,12,1,4,1575
startrekdiscussionboard.blog,mastodon,4.3.0-alpha.5+glitch,12,12,13,17737
teqpot.info,mastodon,4.2.12,12,9,11,177
furpark.kr,mastodon,4.2.10,12,3,4,520
blog.stegemann.de,mastodon,4.1.18,12,4,7,614
jiong.us,mastodon,4.2.12,12,3,6,688
takeko.monster,mastodon,4.2.10,12,2,2,2061
obeya.social,mastodon,4.2.12,12,1,4,38
mastodon.wowne.ro,mastodon,4.2.5,12,3,13,15
staging.social.azuki.co,mastodon,4.2.7,12,0,1,11
moe.mitchi.moe,mastodon,3.5.8,12,2,5,30046
staging.mastodon.social,mastodon,4.3.0-nightly.2024-09-22,12,2,10,19
crosspage.nl,mastodon,4.1.2,12,1,3,522
palmsy.club,mastodon,4.0.2,12,1,2,109
sailing.masto.host,mastodon,4.2.12,12,0,1,6
some.hacklab.fi,mastodon,4.2.12,12,4,7,59
bayern-online.news,mastodon,4.2.12,12,0,1,2216
hoppclan.com,mastodon,4.1.4,12,9,10,3310
sota.sotamedia.org,mastodon,4.2.1,12,4,4,120
mastodon.neat.computer,mastodon,4.3.0-beta.1+glitch,12,6,6,4151
social.tcpcat.net,mastodon,4.1.4,12,0,1,19
social.computerfox.xyz,mastodon,4.3.0-beta.1+glitch,12,6,6,142801
mastodon.femboyfurry.net,mastodon,4.2.10,12,1,4,390
tut.iterate.no,mastodon,4.1.3,12,2,2,63
mastodon.yshi.org,mastodon,4.3.0-alpha.5+glitch,12,7,9,10764
mastodon.logilab.fr,mastodon,4.2.12,12,7,8,181
glitch.cat.family,mastodon,3.5.3+kibicat,12,12,12,74950
mastodon.rosiesocosy.com,mastodon,4.2.10,12,6,6,378
social.sineware.ca,mastodon,4.1.18,12,5,7,436
social.noparking.net,mastodon,4.2.12,12,2,3,8
docker.masto.pt,mastodon,4.2.12,12,1,1,66
mastodon.hiveagile.com,mastodon,4.2.7,12,3,4,845
social.chilly.cloud,mastodon,4.2.11,12,1,2,18
dommes.supremegoddesses.com,mastodon,4.2.12,12,1,4,10
void.hostdon.ne.jp,mastodon,4.2.12,12,6,6,117235
boys-love.xyz,mastodon,4.2.12,12,2,6,142
spolu.bucek.eu,mastodon,4.2.9,12,10,11,1142
nycr.social,mastodon,4.2.12,12,2,2,595
m.takamoriai.co,mastodon,4.0.2,12,3,4,150
ocw.social,mastodon,4.3.0-beta.2+glitch,11,5,8,7071
stellaria.network,mastodon,4.2.10,11,2,4,412474
awau.social,mastodon,4.3.0-nightly.2024-08-16+chuckya,11,3,4,573
nileane.fr,mastodon,4.3.0-beta.2,11,8,10,14004
mastodon.localecho.net,mastodon,4.2.12,11,3,3,960
crispsandwi.ch,mastodon,4.2.12,11,8,8,19768
nora.social,mastodon,4.2.12,11,8,11,3367
fouroclockfarms.club,mastodon,4.3.0-beta.1+glitch,11,10,10,17329
epsilon-ix.masto.host,mastodon,4.2.12,11,7,8,12583
mastodon.thenewoil.org,mastodon,4.2.12,11,6,10,1707
gloria.social,mastodon,4.2.10,11,7,8,1220
mdx.ggtea.org,mastodon,3.5.10 06f906acac,11,2,2,242
mstdn.wasamon.org,mastodon,4.2.7,11,1,1,329
fuerth.social,mastodon,4.2.10,11,6,7,1315
page.lgbt,mastodon,4.3.0-alpha.5+glitch,11,7,10,8423
toulouse.social,mastodon,4.3.0-beta.2,11,7,8,2766
mastodon.hakurei.win,mastodon,4.3.0-beta.2+glitch,11,6,8,3842
md.xps2.net,mastodon,4.3.0-beta.1,11,2,3,220250
social.sargasso.nl,mastodon,4.2.10,11,6,10,23582
social.hnws.me,mastodon,4.2.10,11,6,8,660
social.wastedalpaca.wtf,mastodon,4.2.12,11,3,4,6902
mastodon.helvetet.eu,mastodon,4.3.0-alpha.5+glitch,11,1,2,1457
crooklyn.social,mastodon,4.0.2,11,7,8,22509
tutoteket.no,mastodon,4.2.12,11,6,10,30939
mas.erb.pw,mastodon,4.2.12,11,7,9,6980
our.devchatter.com,mastodon,4.2.12,11,4,4,3077
mastodon.manalejandro.com,mastodon,4.2.12,11,2,6,117
mastodon.ameo.dev,mastodon,4.3.0-alpha.5,11,1,1,256
linguisten.info,mastodon,4.0.0rc2,11,3,3,1000
anothersuper.social,mastodon,4.2.12,11,3,3,109
myna.social,mastodon,3.5.3,11,3,4,1477
nyan.lol,mastodon,4.2.12,11,6,9,2809
does.social,mastodon,4.2.12,11,5,6,1341
social.colectif.de,mastodon,4.2.12,11,4,6,1816
sorgatronmedia.social,mastodon,4.2.12,11,4,4,686
mastodon.chasalin.nl,mastodon,4.2.10,11,6,6,33339
mastodon.steinernebruecke.de,mastodon,4.1.13,11,4,6,1771
eventprofs.social,mastodon,4.2.3,11,0,0,130
social.ourwebgrove.com,mastodon,4.2.10,11,2,3,12969
social.ellijaymakerspace.org,mastodon,4.2.12,11,2,2,1065
woodworking.group,mastodon,4.2.10,11,5,7,369
thinkydoers.social,mastodon,4.2.12,11,1,2,1158
mn.social,mastodon,4.2.8,11,2,4,215
mastodon.tod.net,mastodon,4.2.11,11,3,4,1465
anticapitalistcatgirl.club,mastodon,4.2.12,11,1,1,2284
magnificentbeardsfan.club,mastodon,4.2.12,11,5,7,46382
delregno.social,mastodon,4.2.10,11,1,1,258
ibh.social,mastodon,4.2.10,11,7,7,2893
istheguy.com,mastodon,4.3.0-nightly.2024-07-05+glitch,11,2,2,2673
allovertheplace.ca,mastodon,4.3.0-beta.2+glitch,11,10,12,4325
dnsimple.social,mastodon,4.1.15,11,5,6,421
babblebox.net,mastodon,4.2.10,11,2,4,895
asso.lgbt,mastodon,4.2.12,11,7,11,764
1.test.jorisgutjahr.eu,mastodon,4.3.0-beta.1+babka,11,11,11,0
social.9tail.net,mastodon,4.2.0,11,2,2,828
corporaterunaways.social,mastodon,4.2.7,11,8,11,91
mastodon.from-de.com,mastodon,4.2.10,11,4,7,372
social.r4v3.party,mastodon,4.3.0-beta.1,11,6,8,501
community.orixon.org,mastodon,4.2.10,11,2,11,85
postagram.net,mastodon,4.2.10,11,2,5,132
shrimply.social,mastodon,4.2.12,11,7,9,4426
social.diehumanisten.de,mastodon,4.2.12,11,3,7,695
beratna.net,mastodon,4.2.10,11,9,9,40953
mastodon.incrediblepbx.net,mastodon,4.1.4,11,1,2,924
drg.nz,mastodon,4.2.12,11,4,6,2195
seldo.dev,mastodon,4.0.2,11,1,1,259
social.rights.ninja,mastodon,4.2.10,11,2,5,4172
73-110.pl,mastodon,4.2.10,11,2,6,219
otter.garden,mastodon,4.2.10,11,3,3,1162
vortex.masto.host,mastodon,4.2.12,11,3,5,1456
aspa.masto.host,mastodon,4.2.12,11,2,2,1958
dingo.network,mastodon,4.2.12,11,2,3,711
foxes.rocks,mastodon,4.2.12,11,9,9,2336
pub.ehrengruppe.de,mastodon,4.2.12,11,2,6,171
fastcompany.social,mastodon,4.2.12,11,1,1,12
mastodon.fsu-snuipp.fr,mastodon,4.2.10,11,7,9,1015
pigeons.club,mastodon,4.2.10,11,2,2,654
furnu.org,mastodon,4.2.12,11,5,6,853
torment.nexus,mastodon,4.2.10,11,2,2,49
cincy.social,mastodon,4.2.12,11,3,4,346
queer.dev,mastodon,4.2.12,11,5,8,2370
sciencemediacenter.social,mastodon,4.2.10,11,4,5,582
networker.social,mastodon,4.2.10,11,4,5,145
crowsnest.social,mastodon,4.2.12,11,2,2,2564
peering.social,mastodon,4.2.12,11,7,8,3208
techhangout.social,mastodon,4.2.12,11,6,7,8227
ndrgrnd.social,mastodon,4.1.4,11,4,4,404
deff.no,mastodon,3.5.12,11,4,5,181
social.consoledated.com,mastodon,4.2.9,11,1,1,485
zk.gotdns.ch,mastodon,4.2.12,11,2,4,29
squad.town,mastodon,4.3.0-beta.1+glitch,11,8,8,10985
social.samf.me,mastodon,4.0.2,11,10,10,118607
social.linux-magazin.de,mastodon,4.2.12,11,5,11,341
alien.insurrection.tech,mastodon,4.2.12,11,2,4,679
m.pupu.moe,mastodon,3.5.3,11,3,4,56
social.linc.systems,mastodon,4.2.12,11,3,4,7311
letallmortalfleshfindtheirvoice.social,mastodon,4.2.12,11,0,0,185
bvb.social,mastodon,4.2.12,11,3,8,302
39sounds.net,mastodon,3.5.10,11,2,2,2070
publichealth.space,mastodon,4.2.12,11,0,0,11
ma.diacrown.com,mastodon,4.2.10,11,9,10,14053
orc.social,mastodon,4.0.2,11,1,2,111
bat.chat,mastodon,4.2.12,11,0,0,0
shortens.net,mastodon,4.2.12,11,1,1,216
bynight.cafe,mastodon,4.2.12,11,5,5,222
m.monika.im,mastodon,4.2.12,11,1,5,163
posts.authenticwv.org,mastodon,4.2.12,11,6,11,1975
baguette-it.social,mastodon,4.2.10,11,0,3,137
social.diableco.com,mastodon,4.2.12,11,3,3,1026
bonk.social,mastodon,4.3.0-alpha.5,11,4,8,326
staging.mstdn.maud.io,mastodon,4.3.0-beta.1,11,2,4,469
social.ftm.nl,mastodon,4.2.10,11,6,8,1147
social.panic.com,mastodon,4.2.12,11,6,9,2353
mastodon.conii.co,mastodon,4.2.12,11,7,11,10175
mastodon.gruezi.net,mastodon,4.3.0-beta.2,11,7,8,5829
mastodon.linuxserver.io,mastodon,4.2.12,11,7,9,708
mastodon.teamnerds.cool,mastodon,4.0.2,11,2,3,191
social.rubikoid.ru,mastodon,4.3.0-alpha.5+glitch,11,1,1,564
runicfire.masto.host,mastodon,4.2.12,11,0,0,0
mastodon.ghostdub.de,mastodon,4.2.10,11,6,7,2511
gronp.masto.host,mastodon,4.2.12,11,3,5,403
enfants-et-famille.podcasts.chat,mastodon,3.3.0,11,0,1,17
social.smnz.de,mastodon,4.2.12,11,1,2,105
m.thebroom.us,mastodon,4.2.12,11,6,9,2638
mastodon.uniastur.com,mastodon,4.2.12,11,2,3,1154
tutter.org,mastodon,4.2.12,11,11,11,42
jklol.my.to,mastodon,3.2.1,11,8,9,3712
mog.blue,mastodon,4.2.12,11,4,7,8713
mastodon.darksheep.social,mastodon,4.0.2,11,0,1,110
hyss.us,mastodon,4.0.0,11,6,7,2357
banjo.town,mastodon,4.2.10,10,5,5,4826
ordinary.cafe,mastodon,4.3.0-beta.2+glitch,10,7,7,5161
texasobserver.social,mastodon,4.2.12,10,5,5,9848
transmom.love,mastodon,4.3.0-beta.1+glitch,10,4,4,11408
an.exchange,mastodon,4.2.10,10,3,3,1724
relayfm.social,mastodon,4.2.12,10,9,9,2289
portside.social,mastodon,4.2.12,10,0,0,2755
mastodon.xy-space.de,mastodon,4.2.10,10,2,5,1547
social.isaa.it,mastodon,4.2.12,10,7,10,2644
vyrse.social,mastodon,4.2.12,10,5,5,5595
toot.kuba-orlik.name,mastodon,4.1.4,10,5,5,12652
social.dytrych.cloud,mastodon,4.2.12,10,7,8,172112
gazouiller.fr,mastodon,4.1.4,10,2,3,109
mastodon.bit.nl,mastodon,4.2.12,10,7,11,206
mastodon.zergy.net,mastodon,4.2.12,10,5,5,11773
nycity.social,mastodon,4.2.12,10,1,2,45
physchem.science,mastodon,4.2.12,10,3,5,28901
mastodon.praxis.red,mastodon,4.2.12,10,5,6,2062
acc4e.com,mastodon,4.2.10,10,7,7,2262
changelog.social,mastodon,4.2.11,10,8,8,2558
strangeplace.me,mastodon,4.2.10,10,4,5,9195
gotgoat.com,mastodon,4.2.12,10,2,5,1436
mastodon.brk.io,mastodon,4.2.10,10,3,3,1670
parens.social,mastodon,4.2.10,10,6,8,4413
okpeace.org,mastodon,4.2.12,10,4,5,2706
mystical.garden,mastodon,4.2.12,10,9,9,7159
skyhoppers.club,mastodon,4.2.12,10,7,9,4488
mastodon.ef67daisuki.club,mastodon,4.2.8_ef67daisuki_club,10,3,3,3820
kotobaphil-mtdn.eu,mastodon,4.0.2,10,6,7,34713
abypom.work,mastodon,4.2.12,10,7,9,97474
ps-sw145sd.hostdon.ne.jp,mastodon,4.2.12,10,7,8,22914
alpines.club,mastodon,4.1.13,10,2,3,1463
lasersword.club,mastodon,4.2.12,10,2,2,6741
nautical.social,mastodon,4.3.0-beta.1,10,6,8,337
linh.social,mastodon,4.2.12,10,8,8,8549
bangdream.tokyo,mastodon,4.2.12,10,3,3,165
sosialist.party,mastodon,4.2.12,10,4,4,1809
fluff.land,mastodon,4.2.12,10,7,10,7963
fediver.de,mastodon,4.2.7,10,6,7,7329
mediastudies.berlin,mastodon,4.0.2,10,2,4,67
masto.krashboyz.org,mastodon,4.2.12,10,5,7,2366
arktos.social,mastodon,4.2.12,10,3,4,3729
kamel.social,mastodon,4.1.18,10,4,4,73
mastodon.flooey.org,mastodon,4.2.10,10,7,7,1358
nongrata.social,mastodon,4.2.12,10,1,1,47
my0.net,mastodon,4.2.10,10,1,2,13014
nonsocialand.space,mastodon,4.1.15,10,3,3,403
theater.im,mastodon,4.2.10,10,9,10,20911
hellyeah.social,mastodon,4.2.10,10,2,4,155
yapstreams.com,mastodon,4.2.12,10,0,3,40
database.club,mastodon,4.1.2,10,0,1,13
harrystyl.es,mastodon,4.2.12,10,1,10,46
indigenousgulf.online,mastodon,4.3.0-beta.1+glitch,10,6,6,865
kogumus.masto.host,mastodon,4.2.12,10,2,2,1739
wobscale.social,mastodon,4.2.10,10,2,3,789
trouth.eu,mastodon,4.2.12,10,9,9,7651
suncoast.dev,mastodon,4.0.2,10,3,6,977
sleepy.social,mastodon,4.0.0,10,0,0,45
reshet.social,mastodon,4.2.12,10,4,4,930
dogsports.social,mastodon,4.2.12,10,0,1,956
social.galacticcoders.com,mastodon,4.2.1,10,1,3,99
19marbles.org,mastodon,4.1.0,10,4,4,5286
westen.social,mastodon,4.2.12,10,1,2,30
social.egalwaat.lu,mastodon,4.2.12,10,10,10,8357
mastodon.hochschule-trier.de,mastodon,4.1.19,10,2,4,94
mastodon.baazee.social,mastodon,4.2.12,10,2,4,890
oldpeople.cafe,mastodon,4.2.12,10,0,2,65
xn--pnibles-bya.xn--transposes-i7a.eu,mastodon,4.2.11,10,3,3,18514
mastodon.riebe.cloud,mastodon,4.2.12,10,4,10,53
social.4score7pongs.com,mastodon,4.2.12,10,5,6,2438
superhappy.social,mastodon,4.2.12,10,2,5,708
