domain,application,version,users,MAU,HYAC,posts
lug.sh,akkoma,3.10.4,2,2,2,3
nettles.social,akkoma,3.8.0-0-gccae7ef,2,1,2,70
uoh.cx,akkoma,3.10.4-1-gebfb617b,2,1,1,482
tormentnexus.social,akkoma,3.9.3-28-g9d7c877d,2,1,1,1
p.changeme.fr.eu.org,akkoma,3.10.4-1-gebfb617b,2,1,1,125
fedi.tasossah.com,akkoma,3.10.4,2,1,2,57
deep13.social,akkoma,3.10.4-0-gebfb617,2,1,2,31
glam.monster,akkoma,3.10.4-0-gebfb617,2,2,3,253
ssda.me,akkoma,3.10.4-0-gebfb617,2,3,3,2
a.doskel.net,akkoma,3.10.4-1-gebfb617b,2,2,2,95
ap.nil.im,akkoma,3.9.3-152-g31d7cc9a-develop,2,2,3,876
fedi.quiet.horse,akkoma,3.9.3-28-g9d7c877d,2,2,3,"1,975"
social.gerwitz.com,akkoma,3.8.0,2,2,2,992
social.sqrts.net,akkoma,3.10.4-0-gebfb617,2,2,2,126
home.solitude.bar,akkoma,3.10.4-0-g0af8e93,2,1,2,41
omemoji.net,akkoma,3.10.4-0-gebfb617,2,2,2,68
fediverso.jbox.com.br,akkoma,3.9.3-15-g9d7c877d,2,2,2,"43,073"
social.subluminal.industries,akkoma,3.10.4-1-gebfb617b,2,1,1,0
activitypub.chariz.com,akkoma,3.4.0,2,null,null,21
social.tenak.net,akkoma,3.10.3-0-gc887dd4,2,1,2,209
social.exotic.sh,akkoma,3.10.4,2,1,1,2
akkoma.fawks.ie,akkoma,3.9.3,2,1,1,2
micro.mitrich.me,akkoma,3.9.3-28-g9d7c877d,2,1,2,77
akkoma.niko.lgbt,akkoma,3.10.4-1-gebfb617b,2,1,2,2
a.dhbit.ca,akkoma,3.6.0-155-g71d08991,2,null,null,2
pleroma.niuez.net,akkoma,3.9.3-28-g9d7c877d,2,2,2,180
akkoma.asdfzdfj.xyz,akkoma,3.10.3-204-g033b7b04-develop,2,2,2,13
akkoma.faith.rodeo,akkoma,3.10.4-1-gebfb617b,2,1,1,1
moonlit.city,akkoma,3.10.4-1-gebfb617b,2,2,2,243
local.abtmtr.link,akkoma,3.10.4-0-gebfb617,2,2,2,53
kriwil.net,akkoma,3.10.4-1-gebfb617b,2,2,2,20
hi.nighten.fr,akkoma,3.10.4-0-gebfb617,2,2,2,30
akko.dontexist.org,akkoma,3.10.4-0-gebfb617,1,1,1,31
ak.angelstrapped.com,akkoma,3.9.3,1,1,1,"8,241"
cozymech.com,akkoma,3.9.3-28-g9d7c877d,1,1,1,308
social.prodottoinrete.com,akkoma,3.9.3,1,1,1,0
fedi.xerz.one,akkoma,3.9.3-0-g9d7c877,1,1,1,"39,675"
social.jlinuxer.org,akkoma,3.10.4,1,1,1,631
social.thetransagenda.gay,akkoma,3.10.4-0-gebfb617,1,1,1,975
cuche.cc,akkoma,3.10.4-0-g0af8e93,1,1,2,200
fediverse.rm-rf.club,akkoma,3.8.0,1,1,1,4
social.unboiled.info,akkoma,3.10.4,1,1,1,178
social.secretsealing.club,akkoma,3.10.2,1,1,1,8
dood.net,akkoma,3.10.3-0-gc887dd4,1,1,1,"1,772"
pont-bl.eu.org,akkoma,3.10.4-0-g0af8e93,1,1,1,264
social.arpakuut.io,akkoma,3.10.4,1,1,1,10
latex.monster,akkoma,3.10.4-0-gebfb617,1,0,1,0
soc.undef.me,akkoma,3.6.0-9-g36cb19db,1,null,null,728
the.cat.broker,akkoma,3.10.4-0-gebfb617,1,1,1,157
omglol.fun,akkoma,3.10.4-0-g0af8e93,1,1,1,182
pleroma.shakalaka.club,akkoma,3.10.4-0-g0af8e93,1,1,1,9
social.s6jr.com,akkoma,3.10.2,1,1,1,203
has-no.solutions,akkoma,3.10.4-0-gebfb617,1,1,1,558
social.dissidence.ovh,akkoma,3.10.4-1-gebfb617b,1,1,1,170
taakka.fillari.xyz,akkoma,3.10.4-0-g0af8e93,1,1,1,116
saysrelax.com,akkoma,3.10.4-0-g0af8e93,1,1,1,77
social.interru.io,akkoma,3.5.0-12-g63f2d1cb,1,null,null,316
helix.cafe,akkoma,3.10.3-212-g6cc523bd-develop,1,1,727,4
ringed.space,akkoma,3.10.4-0-g0af8e93,1,1,1,424
fedi.neon.moe,akkoma,3.10.2,1,1,1,786
social.meyer-guillot.fr,akkoma,3.9.3-28-g9d7c877d,1,0,1,528
astheriver.art,akkoma,3.10.3-0-gc887dd4,1,1,1,50
pl22.telteltel.com,akkoma,3.6.0-0-g45a11aa-develop,1,null,null,"62,558"
soc.feditime.com,akkoma,3.10.4,1,1,1,244
a.minuscule.space,akkoma,3.10.4+PE,1,1,1,52
toothole.org,akkoma,3.9.3-0-g9d7c877,1,1,1,80
social.wiwie.dk,akkoma,3.10.4,1,1,1,1
ohnoim.online,akkoma,3.9.3-0-g9d7c877,1,1,1,198
social.tzimos.xyz,akkoma,3.9.3-0-g9d7c877,1,1,1,12
akk.everyoneattack.com,akkoma,3.10.4-0-gebfb617,1,1,1,"1,447"
pleroma.glueoh.com,akkoma,3.10.4-0-g0af8e93,1,1,1,"21,909"
the.infinity.garden,akkoma,3.10.4-0-gebfb617,1,1,1,3
ublog.fedi.bbrks.me,akkoma,3.8.0,1,1,1,39
social.harrastenurkka.fi,akkoma,3.10.4-1-gebfb617b,1,1,1,24
pl.psion.co,akkoma,3.9.2-0-g39a878f,1,1,1,"5,810"
social.deltabeard.com,akkoma,3.10.4-0-gebfb617,1,1,1,5
fedi.pavluk.org,akkoma,3.10.4,1,2,2,528
neko.computer,akkoma,3.10.3-1-g43c5fd5d,1,1,1,"2,039"
fd.s4if.dev,akkoma,3.10.4-1-gebfb617b,1,1,1,169
msx.horse,akkoma,3.9.3-0-g9d7c877,1,1,1,211
sns.internationalotaku.com,akkoma,3.10.4,1,1,1,113
netauthority.org,akkoma,3.10.4-1-gebfb617b,1,1,1,30
axbom.me,akkoma,3.8.0-0-gccae7ef,1,1,1,927
thias.hellqui.st,akkoma,3.10.4-0-gebfb617,1,1,1,"1,628"
social.rutland.org.uk,akkoma,3.9.3-28-g9d7c877d,1,1,1,114
ak.hrmk.uk,akkoma,3.10.4-0-gebfb617,1,1,1,165
walkah.social,akkoma,3.10.4,1,1,1,48
social.stefanomarinelli.it,akkoma,3.10.4,1,1,1,499
akko.contref.eu,akkoma,3.9.3-28-g9d7c877d,1,1,1,31
akko.mornie.org,akkoma,3.10.2,1,1,1,486
f.e4.pm,akkoma,3.9.3,1,1,1,45
social.tidusfox9.online,akkoma,3.10.3-0-gc887dd4,1,1,1,143
social.brokenbydesign.org,akkoma,3.10.4,1,1,1,262
akkoma.scarlet.house,akkoma,3.9.3-28-g9d7c877d,1,1,1,44
akko.airis.dev,akkoma,3.10.4,1,1,1,"1,354"
fedi.yuka.dev,akkoma,3.10.3,1,1,1,"1,316"
kein.chat,akkoma,3.10.4-0-gebfb617,1,1,1,199
ti22.pro,akkoma,3.10.4-0-gebfb617,1,1,1,49
tl.xn--7fw.xyz,akkoma,3.10.3-0-g368b22f-develop,1,1,1,428
smellslike.sparklef.art,akkoma,3.10.4-0-gebfb617,1,1,1,104
post.michae.lv,akkoma,3.5.0-14-gd9508474,1,null,null,0
sidraco.in,akkoma,3.10.4-0-gebfb617,1,1,1,292
fedi.srijan.dev,akkoma,3.10.4,1,1,1,102
akkoma.simulacrum-emporium.eu,akkoma,3.8.0,1,1,1,356
toots.morepablo.com,akkoma,3.5.0-0-gd9508474b,1,null,null,403
fedi.underscore.world,akkoma,3.10.2-uw1,1,1,1,"72,182"
fediverse.randomfoo.net,akkoma,3.10.4-1-gebfb617b,1,1,1,251
social.tadzik.net,akkoma,3.10.4-0-gebfb617,1,1,1,787
social.fricklers.org,akkoma,3.10.4,1,1,1,"1,117"
fedi.theepicblock.nl,akkoma,3.10.4-1-gebfb617b,1,1,1,29
primitivebits.social,akkoma,3.10.4-0-gebfb617,1,1,1,489
wyrm.one,akkoma,3.10.4-1-gebfb617b,1,1,1,340
fluffpri.de,akkoma,3.5.0-develop,1,null,null,969
lyctor.space,akkoma,3.10.4-0-g0af8e93,1,1,1,168
a.n0id.space,akkoma,3.10.4-0-g0af8e93,1,1,1,"8,258"
blackstar.cafe,akkoma,3.10.4-0-gebfb617,1,1,1,"1,954"
akko.quad.moe,akkoma,3.10.4-1-gebfb617b,1,1,1,"1,867"
dancefight.club,akkoma,3.5.0-14-gd9508474,1,null,null,49
fedi.jiyu.dev,akkoma,3.9.3-28-g9d7c877d,1,1,1,53
espr.moe,akkoma,3.10.4-1-gebfb617b,1,1,1,3
sudo.cx,akkoma,3.7.1-0-gfef4bae,1,null,null,4
social.canony.xyz,akkoma,3.9.3-0-g9d7c877,1,1,1,679
don.tbully.me,akkoma,3.10.4,1,1,1,717
thewired.wtf,akkoma,3.10.4-0-gebfb617,1,1,1,105
rageparty.club,akkoma,3.10.4-0-gebfb617,1,0,1,0
dom.social,akkoma,3.9.3-0-g9d7c877,1,1,1,6
akkoma.marud.fr,akkoma,3.10.4-0-gebfb617,1,1,1,15
social.foxdn.net,akkoma,3.10.4,1,1,1,70
toots.nrqm.ca,akkoma,3.5.0-14-gd9508474,1,null,null,0
social.heathanderson.net,akkoma,3.5.0-0-gd9508474b,1,null,null,49
500plus.slavistapl.eu.org,akkoma,3.10.4-0-gebfb617,1,1,1,198
social.ccw.icu,akkoma,3.10.2,1,1,1,21
scalies.cc,akkoma,3.9.3-0-g9d7c877,1,1,1,8
catgirls.party,akkoma,3.9.3-28-g9d7c877d,1,1,1,30
toot.leif.pl,akkoma,3.8.0,1,1,1,112
girlthing.chat,akkoma,3.9.3-28-g9d7c877d,1,1,1,91
ak.infernal.garden,akkoma,3.4.0-111-g6453297e-develop,1,null,null,242
pleroma.enimihil.net,akkoma,3.10.4-1-gebfb617b,1,1,1,37
nocturne.cx,akkoma,3.8.0,1,1,1,59
surfnet.space,akkoma,3.10.3,1,1,1,374
toot.0upti.me,akkoma,3.10.4,1,1,1,1
fedi.ballmerlabs.net,akkoma,3.5.0-12-g63f2d1cb,1,null,null,9
strangeanarchy.xyz,akkoma,3.9.3-0-g9d7c877,1,1,1,39
hexcode.wychwit.ch,akkoma,3.5.0-14-gd9508474,1,null,null,8
fedi.vale.rocks,akkoma,3.10.4-1-gebfb617b,1,1,1,23
strings.io,akkoma,3.10.4,1,1,1,43
pub.ides.club,akkoma,3.4.0-117-gde1bbc02-develop,1,null,null,1
shrug.pro,akkoma,3.10.4-1-gebfb617b,1,1,1,52
social.cowingtonpost.com,akkoma,3.10.4,1,1,1,1
akkoma.trwnh.com,akkoma,3.10.4-1-gebfb617b,1,1,1,0
ak.foxgirl.land,akkoma,3.9.3-28-g9d7c877d,1,1,1,0
p.mrzm.io,akkoma,3.9.3,1,1,1,55
fluttershy.club,akkoma,3.10.4-0-gebfb617,1,1,1,2
nexus.surfhosted.net,akkoma,3.8.0,1,0,1,1
federation.sopelj.ca,akkoma,3.10.4,1,1,1,0
gehenna.moe,akkoma,3.10.4-1-gebfb617b,1,1,1,45
akko.cat-wo.men,akkoma,3.8.0,1,1,2,1
ak1.monolith-rave.xyz,akkoma,3.10.4,1,1,1,5
pooper.jakest.us,akkoma,3.6.0-0-g36cb19d,1,null,null,3
koto.moe,akkoma,3.10.4-1-gebfb617b,1,1,1,227
ncbt.space,akkoma,3.10.4,1,1,1,28
akko.staging.e2net.social,akkoma,3.9.3-0-g9d7c877,1,1,1,22
hypno.cafe,akkoma,3.9.3-28-g9d7c877d,1,1,1,56
p.nextgeimu.net,akkoma,3.10.4-0-g0af8e93,1,1,1,0
social.seiichiro0185.org,akkoma,3.10.4-0-gebfb617,1,1,1,0
plrm.biboumail.fr,akkoma,3.10.4-0-gebfb617,1,1,1,70
ebin.eila.me,akkoma,3.9.3-28-g9d7c877d,1,1,1,21
akkoma.flicke.red,akkoma,3.10.4,1,1,1,1
fedi.tengu.space,akkoma,3.10.4-0-gebfb617,1,1,1,322
akkoma.till0196.com,akkoma,3.10.4,1,1,1,7
social.andreva.cc,akkoma,3.10.3,1,1,1,"1,073"
fedi.skyrina.dev,akkoma,3.9.3-28-g9d7c877d,1,0,1,1
akko.tuiter.ovh,akkoma,3.9.3-0-g9d7c877,1,0,1,1
social.qlyoung.net,akkoma,3.7.1,1,null,null,103
mlg.epicgamer.ovh,akkoma,3.9.3,1,0,1,1
zzz.grtsk.com,akkoma,3.8.0-0-gccae7ef,1,1,1,41
akkoma.pfcd.me,akkoma,3.9.3-28-g9d7c877d,1,0,1,4
borkr.one,akkoma,3.9.3-28-g9d7c877d,1,1,1,"1,073"
awawa.cat,akkoma,3.10.4,1,1,1,333
sucy.agatha.gay,akkoma,3.10.4-0-gebfb617,1,1,1,93
akkoma.andho.xyz,akkoma,3.10.4-0-gebfb617,1,1,1,4
koko.micenest.xyz,akkoma,3.10.4-0-gebfb617,1,1,1,196
ak.yakumo.moe,akkoma,3.10.4-1-gebfb617b,1,1,1,0
sparkgap.marsfreeradio.org,akkoma,3.10.4-0-g0af8e93,1,1,1,43
akk.de-lacom.be,akkoma,3.10.3-1-g43c5fd5d,1,1,1,672
jsx.social,akkoma,3.10.4-0-g0af8e93,1,1,1,72
social.musgrovegreen.co.uk,akkoma,3.10.4-1-gebfb617b,1,1,1,49
fedi.ahfrom.synology.me,akkoma,3.10.4,1,1,1,151
akk.skelly.boo,akkoma,3.9.3-28-g9d7c877d,1,1,1,92
social.afontaine.dev,akkoma,3.8.0,1,1,1,15
social.code-feather.de,akkoma,3.10.4,1,1,3,4
lab-01.arewesecureyet.org,akkoma,3.5.0-12-g63f2d1cb,1,null,null,2
social.justelex.de,akkoma,3.8.0,1,1,1,103
social.trayd.xyz,akkoma,3.9.3-28-g9d7c877d,1,1,1,15
toastedlord.sytes.net,akkoma,3.10.4-1-gebfb617b,1,1,1,394
kinryouku.tenshi.zip,akkoma,3.10.2,1,1,1,68
social.bierschutzpartei.de,akkoma,3.10.4-1-gebfb617b,1,1,1,1
as89.it,akkoma,3.10.4-0-gebfb617,1,1,1,21
akkoma.mirai.cafe,akkoma,3.10.4-1-gebfb617b,1,1,1,0
bitrot.cafe,akkoma,3.10.4-0-gebfb617,1,0,1,0
filippoff.su,akkoma,3.10.4-1-gebfb617b,1,0,1,0
fedi.jametek.com,akkoma,3.10.4-0-gebfb617,1,1,1,631
fedi.inclementaviary.uk,akkoma,3.10.4-0-gebfb617,1,1,1,48
fedi.mischivous.com,akkoma,3.9.0-25-g9a8373a3,1,1,1,57
fedi.quiescent.nexus,akkoma,3.8.0,1,1,1,181
feed.akitsune.dev,akkoma,3.9.3-0-g9d7c877,1,1,1,7
soc.rnrd.eu,akkoma,3.8.0,1,1,1,80
social.witch.gay,akkoma,3.10.3-1-g43c5fd5d,1,1,1,25
ue.oiaa.aaio.eu,akkoma,3.10.4,1,1,1,154
f.matdoes.dev,akkoma,3.10.4-1-gebfb617b,1,1,2,33
social.0badc0.de,akkoma,3.10.4-0-g0af8e93,1,1,1,0
hi.47041.net,akkoma,3.10.4-0-gebfb617,1,1,1,"1,272"
lilypadding.me,akkoma,3.8.0-0-gccae7ef,1,0,0,9
fedi.rubikoid.ru,akkoma,3.10.4,1,1,1,2
000000420.xyz,akkoma,3.10.4-0-gebfb617,1,1,1,1
social.quent1.fr,akkoma,3.10.3-0-gc887dd4,1,1,1,268
akk.joelanders.net,akkoma,3.4.0-117-gde1bbc02-develop,1,null,null,8
social.squeep.com,akkoma,3.5.0-0-g63f2d1cbe,1,null,null,2
fedi.yukari.in,akkoma,3.9.3-0-g8c956bc-develop,1,1,1,34
social.nullopt.net,akkoma,3.10.4-1-gebfb617b,1,1,1,5
preview.plack.app,akkoma,3.10.2-main,1,0,1,5
social.nisa.cat,akkoma,3.9.3-0-g9d7c877,1,1,1,3
akkoma.lilypadding.me,akkoma,3.8.0-0-gccae7ef,1,0,0,9
social.niarisa.com,akkoma,3.9.3-28-g9d7c877d,1,0,1,0
akm.simple-gear.com,akkoma,3.10.4-1-gebfb617b,0,1,1,0
relay.infosec.exchange,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
rel.re,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.genix.ink,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.minecloud.ro,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.berserker.town,aoderelay,v0.3.86-main-582f311a,1,1,1,0
relay.edist.ro,aoderelay,v0.3.104,1,1,1,0
relay.101010.pl,aoderelay,v0.3.104,1,1,1,0
relay.publicsquare.global,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
mastodon-relay.thedoodleproject.net,aoderelay,v0.3.104,1,1,1,0
relay.rollenspiel.monster,aoderelay,v0.3.104,1,1,1,0
relay.glauca.space,aoderelay,v0.3.78-HEAD-fafba692582a08240305f574fd87e8e9279aa598,1,1,1,0
relay.universeodon.com,aoderelay,v0.3.104-main-a0f9827e,1,1,1,0
relay.tiggi.es,aoderelay,v0.3.101-HEAD-53b14c33,1,1,1,0
oceania.federate.cloud,aoderelay,v0.3.104,1,1,1,0
relay.pointless.chat,aoderelay,v0.3.103-HEAD-ae3d19a7,1,1,1,0
relay.musubi.moe,aoderelay,v0.3.104+musubi-moe.0.4,1,1,1,0
ap.interstellar.flights,aoderelay,v0.3.104,1,1,1,0
relay.social.firc.de,aoderelay,v0.3.85-main-7a002295,1,1,1,0
relay.dico.gg,aoderelay,v0.3.104-main-a0f9827e,1,1,1,0
de.relay.pfalz.social,aoderelay,v0.3.98-HEAD-731a8310,1,1,1,0
relay.fedimins.net,aoderelay,v0.3.104,1,1,1,0
nyr.shark.community,aoderelay,v0.3.50-main-10777c32abd34520cc11d024bea8f9f8f94b6fde,1,1,1,0
relay.asonix.dog,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
fedirelay.indiporn.net,aoderelay,v0.3.104-main-a0f9827e,1,1,1,0
relay.mastodon.nu,aoderelay,v0.3.77-main-07b961c28f1686a061031ca5deb567e4eb9589ab,1,1,1,0
aode.seediqbale.xyz,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.kanoa.de,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
open.relay.pfalz.social,aoderelay,v0.3.98-HEAD-731a8310,1,1,1,0
relay.sigmundvoid.net,aoderelay,v0.3.77-HEAD-07b961c28f1686a061031ca5deb567e4eb9589ab,1,1,1,0
r.nerdcore.social,aoderelay,v0.3.78-HEAD-fafba692582a08240305f574fd87e8e9279aa598,1,1,1,0
relay.misskey.gg,aoderelay,v0.3.85,1,1,1,0
relay.libori.social,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.nota.network,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.plus.st,aoderelay,v0.3.104-main-caad6248,1,1,1,0
relay.obeythesystem.com,aoderelay,v0.3.104,1,1,1,0
relay.opencoaster.net,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
fr.relay.xolus.net,aoderelay,v0.3.82-max-8bcde3f4,1,1,1,0
relay.mi-wo.site,aoderelay,v0.3.104-main-a0f9827e,1,1,1,0
relay.blogator.com,aoderelay,v0.3.82,1,1,1,0
relay.clar.ke,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.mstdn.ro,aoderelay,v0.3.85-HEAD-7a002295,1,1,1,0
notarelay.fly.dev,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.bolha.us,aoderelay,v0.3.99-HEAD-2f57c855,1,1,1,0
relay.mycrowd.ca,aoderelay,v0.3.101-main-53b14c33,1,1,1,0
relay.transgirl.cafe,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.ingeechat.party,aoderelay,v0.3.56-HEAD-d44db2eab509aeafc80acfd1a6be280ea21a8cef,1,1,1,0
relay.hackerspace.au,aoderelay,v0.3.52-HEAD-95f98ec052b0aa7e92a6d61c1c1aff51b14e21c7,1,1,1,0
relay.gnethomelinux.com,aoderelay,v0.3.82-HEAD-d644e837,1,1,1,0
relay.pogcha.mp,aoderelay,v0.3.82-HEAD-d644e837,1,1,1,0
relay.indulgent.art,aoderelay,v0.3.100-HEAD-927fb91a,1,1,1,0
relay.mstdn.in.th,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.babyfurs.social,aoderelay,v0.3.66-HEAD-89a9e20d4ad3474eacf1b66f2a5799f7c90876de,1,1,1,0
relay.fro.ge,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.toot.community,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.sebastix.dev,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.academiccloud.social,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.babb.be,aoderelay,v0.3.79-HEAD-4998cd3a,1,1,1,0
relay.hermine.in,aoderelay,v0.3.82-HEAD-d644e837,1,1,1,0
activityrelay.michae.lv,aoderelay,v0.3.79,1,1,1,0
relay.indieauthors.social,aoderelay,v0.3.104,1,1,1,0
relay.alex0.net,aoderelay,v0.3.81-main-9b809913,1,1,1,0
relay.xlii.social,aoderelay,v0.3.99-HEAD-2f57c855,1,1,1,0
relay.ytpmv.info,aoderelay,v0.3.82-main-581c7a17,1,1,1,0
aprelay.actors.social,aoderelay,v0.3.82,1,1,1,0
relay.woem.space,aoderelay,v0.3.82-HEAD-d644e837,1,1,1,0
relay.wubba.boo,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.bolha.one,aoderelay,v0.3.104-HEAD-746ddc61,1,1,1,0
relay.fediservices.nz,aoderelay,v0.3.82,1,1,1,0
relay.itzti.li,aoderelay,v0.3.83-main-246e79b2,1,1,1,0
relay.chez.work,aoderelay,v0.3.98-HEAD-731a8310,1,1,1,0
mastorelay.montagne.uk,aoderelay,v0.3.85-HEAD-7a002295,1,1,1,0
relay.lea.pet,aoderelay,v0.3.104,1,1,1,0
relay.malmas.org,aoderelay,v0.3.99-HEAD-2f57c855,1,1,1,0
relay.bark.lgbt,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.gayfr.social,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.fedi.cr,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.hooves.social,aoderelay,v0.3.104,1,1,1,0
aprelay.bktsk.com,aoderelay,v0.3.79,1,1,1,0
aoderelay.seediqbale.xyz,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.giratina.net,aoderelay,v0.3.85,1,1,1,0
relay.kryta.app,aoderelay,v0.3.81-HEAD-b5138fc1,1,1,1,0
relay.openrealm.org,aoderelay,v0.3.78-HEAD-fafba692582a08240305f574fd87e8e9279aa598,1,1,1,0
iafa.avintern.info,aoderelay,v0.3.104,1,1,1,0
int.relay.pfalz.social,aoderelay,v0.3.98-HEAD-731a8310,1,1,1,0
fv.convergence.cx,apd,,1,null,null,14
msky.aozora.uk,azpick,12.119.4-cp-3.0.0_ap-2.1.6,83,27,57,"44,676"
test.betterways.dev,betterways.dev,6.2.2,5,null,null,3
bird.makeup,birdsitelive,1.0.0,"117,750",null,null,0
twtr.ingeechat.party,birdsitelive,0.20.0,"1,207",null,null,0
sovran.social,birdsitelive,0.22.0,742,null,null,0
t2m.davinkevin.fr,birdsitelive,1.0.0,483,null,null,0
birdwatch.kmkz.moe,birdsitelive,1.0.0,221,null,null,0
white.onesteprevolution.com,birdsitelive,1.0.0,173,null,null,0
white.fly.dev,birdsitelive,1.0.0,173,null,null,0
twitter-bridge.cryobyte.net,birdsitelive,1.0.0,141,null,null,0
bridge.small.cloud,birdsitelive,1.0.0,124,null,null,0
birdmakeup.laski.app,birdsitelive,1.0.0,103,null,null,0
twitter.toots.ro,birdsitelive,1.0.0,100,null,null,0
twitter.toot.as,birdsitelive,1.0.0,92,null,null,0
bridge.yopp.me,birdsitelive,1.0.0,91,null,null,0
bmu.beerinacan.com,birdsitelive,1.0.0,50,null,null,0
twitter.tresor.eyhoff.de,birdsitelive,0.23.0\u002Bim-in-space,30,null,null,0
hikse.net,birdsitelive,1.0.0,9,null,null,0
birdmakeup.sboulema.nl,birdsitelive,1.0.0,5,null,null,0
birdsite.rap.social,birdsitelive,0.20.0,3,null,null,0
birdsite.csachweh.de,birdsitelive,0.23.0,1,null,null,0
birdsite.noitl.space,birdsitelive,0.20.0,1,null,null,0
bird.granford.uk,birdsitelive,0.23.0,0,null,null,0
birdsite.kaijauch.de,birdsitelive,0.22.0,0,null,null,0
bird.istheguy.com,birdsitelive,0.20.0,0,null,null,0
birdsite.kohl.dev,birdsitelive,0.23.0,0,null,null,0
birdsitelive.codingneko.com,birdsitelive,0.23.0,0,null,null,0
birdsite.hexix.de,birdsitelive,0.23.0,0,null,null,0
birdsite.retiolus.net,birdsitelive,1.0.0,0,null,null,0
twitter.kfem.cat,birdsitelive,0.20.0,0,null,null,0
birdsite.vish.link,birdsitelive,0.23.0,0,null,null,0
birdsitelive.mastodon.vm.statshelix.com,birdsitelive,0.20.0,0,null,null,0
bird.gensokyo.info,birdsitelive,1.0.0,0,null,null,0
birdsite.jupiterslanding.social,birdsitelive,0.22.0,0,null,null,0
t.beergeek.social,birdsitelive,0.22.0,0,null,null,0
bsl.18m250.org,birdsitelive,0.23.0,0,null,null,0
bird.zvo.io,birdsitelive,0.23.0,0,null,null,0
hyperethical.org,birdsitelive,0.20.0,0,null,null,0
brighteon.social,brighteon,3.4.6,"52,363",0,0,"2,854,955"
dev.brighteon.social,brighteon,3.4.6,"52,236",52,70,"2,830,330"
staging.brighteon.social,brighteon,3.4.6,"52,217",15,35,"2,830,445"
bugle.lol,Bugle,1.0.0,7,7,7,424
calckey.ranranhome.info,calckey,13.1.4.1,"1,701",739,"1,578","99,621"
barkle.chat,calckey,13.0.6-bark,353,79,192,"14,484"
hyper.equipment,calckey,13.1.4.1,131,30,117,"2,849"
mkkey.net,calckey,14.0.0-d10+1da1fd,122,104,119,"142,146"
twi.48.club,calckey,14.0.0-rc3,43,1,38,413
moppels.bar,calckey,14.0.0-rc3,21,12,18,"53,454"
social.peoplever.se,calckey,13.1.4.1,20,2,14,42
hyperfurs.page,calckey,13.1.4.1,16,3,11,43
calc-dev1.simkey.net,calckey,13.1.2,15,3,9,8
calc.menac.at,calckey,13.2.0-beta6,11,4,9,"33,875"
cal.gaooo.world,calckey,14.0.0-rc,11,8,8,"3,148"
cl.ricecream.company,calckey,13.1.4.1,9,6,8,"3,722"
social.isekai-online.com,calckey,13.1.4.1,8,6,6,"2,468"
animalfound.family,calckey,13.1.4.1,7,3,5,"5,921"
foxsibean.cyou,calckey,13.1.2,7,1,5,398
key.tinier.town,calckey,13.1.4.1,7,2,5,76
social.buzzworkers.com,calckey,14.0.0-rc3,6,2,5,15
gek.li,calckey,13.1.4.1,6,0,5,9
social.metaversum.wtf,calckey,14.0.0-rc3,6,1,4,14
shinobu.space,calckey,13.1.4.1,6,1,4,28
umickey.dev,calckey,13.1.4.1,5,2,3,655
calc.moongirl.io,calckey,13.2.0-dev17,5,1,2,584
social.rverse.club,calckey,13.1.4.1,5,2,4,39
fedi.s1i.dev,calckey,14.0.0-rc3,5,1,3,"1,914"
nya.owo.cab,calckey,13.1.4.1,5,2,3,8
replicants.cafe,calckey,14.0.0-rc3,4,1,3,"1,851"
misskey.sharivegas.com,calckey,13.1.4.1,4,2,2,386
misskey.mace.lol,calckey,13.1.4.1,4,1,1,14
catgirls.cafe,calckey,14.0.0-rc3,4,1,2,5
kinkworks.com,calckey,13.1.4.1,4,0,0,1
mastodon.nexus,calckey,13.1.4.1,4,2,3,366
