domain,apli,version,users,am,ahy,posts ,
mastodon.lucci.xyz,mastodon,4.2.0,1 ,1 ,1 ,1592 ,
yharnam.singles,mastodon,4.2.0,6 ,1 ,2 ,1291 ,
social.lebka.at,pleroma,2.5.4,2 ,1 ,2 ,2 ,
pleroma.potatoxel.org,pleroma,2.4.2,2 ,null,null,2339 ,
mastodon.cyberpeaceinstitute.org,mastodon,4.2.0,7 ,1 ,2 ,24 ,
social.ivor.org,mastodon,4.2.0+glitch,2 ,2 ,2 ,989 ,
masto.miami,mastodon,4.2.0,1 ,0 ,0 ,4 ,
fediverse.jefflembeck.com,mastodon,4.2.0,1 ,1 ,1 ,474 ,
mstdn.iroh.tv,mastodon,4.2.0,1 ,1 ,1 ,3724 ,
webdev.so,mastodon,4.2.0,20 ,7 ,7 ,307 ,
tunahan.social,mastodon,4.2.0,1 ,1 ,1 ,91 ,
resistit.net,pleroma,2.5.2-13-g2d193861,1 ,1 ,1 ,1448 ,
mastudon.com,mastodon,4.1.9,1 ,1 ,1 ,290 ,
tlef.social,mastodon,4.2.0,1 ,1 ,1 ,49 ,
doug.social,mastodon,4.0.2,1 ,0 ,1 ,0 ,
storyteller.social,mastodon,4.2.0,1 ,1 ,1 ,6 ,
thevipvipers.space,mastodon,4.2.0,19 ,6 ,10 ,8310 ,
mastodon.joinhaven.us,mastodon,4.2.0,2 ,0 ,0 ,339 ,
sarjant.social,mastodon,4.2.0,2 ,1 ,2 ,2325 ,
novaloop.social,mastodon,4.2.0,4 ,3 ,3 ,248 ,
social.vengeful.eu,pleroma,2.5.5,1 ,1 ,1 ,6 ,
masto.alancfrancis.com,mastodon,4.2.0,2 ,1 ,1 ,2371 ,
social.thimic.no,mastodon,4.1.4,1 ,1 ,1 ,93 ,
mastodon.codingfield.com,mastodon,4.1.4,170 ,3 ,5 ,3813 ,
bequeme-couch.de,mastodon,4.2.0,7 ,3 ,4 ,226 ,
mastodon.kneitzel.de,mastodon,4.2.0,1 ,1 ,1 ,8 ,
blackoutstout.space,akkoma,3.10.3-201-gc8e08e9c-develop,2 ,1 ,2 ,957 ,
ich.gay,mastodon,4.2.0,6 ,3 ,4 ,52 ,
masto.lema.org,mastodon,4.2.0,5 ,5 ,5 ,32871 ,
mastodon.bitsandlinux.com,mastodon,4.1.4,9 ,4 ,5 ,1021 ,
social.gaming-gorilla.de,mastodon,3.5.3,1 ,0 ,1 ,23 ,
thewizardingworld.com,mastodon,4.2.0,40 ,6 ,25 ,46 ,
thesnakepostoffice.online,mastodon,4.2.0,1 ,1 ,1 ,7377 ,
mastodon.xy-space.de,mastodon,4.1.9,8 ,3 ,5 ,749 ,
stemfurs.masto.host,mastodon,4.2.0,3 ,2 ,3 ,276 ,
toot.village.one,mastodon,4.2.0,4 ,1 ,3 ,141 ,
gender.systems,mastodon,4.2.0-rc2+glitch,35 ,22 ,32 ,10204 ,
mastod1.ddns.net,mastodon,3.5.3,3 ,1 ,18 ,1547 ,
socialturtle.eu,mastodon,4.1.7,4 ,1 ,1 ,40 ,
mastodon.nominom.de,mastodon,3.5.3,5 ,2 ,4 ,532 ,
characters.cafe,mastodon,4.2.0,16 ,5 ,16 ,120 ,
coasterfreak88.net,mastodon,4.2.0,3 ,1 ,1 ,308 ,
soc.mod-12.com,mastodon,4.2.0,3 ,1 ,1 ,1215 ,
firefish.mv2k.com,firefish,1.0.3,3 ,1 ,1 ,398 ,
kawaii.kitsune.cafe,akkoma,3.3.1-45-g16a31872-develop,6 ,null,null,7877 ,
social.amatriain.site,mastodon,4.2.0,1 ,1 ,1 ,1051 ,
mastodon.wulfsige.com,mastodon,4.2.0,2 ,1 ,2 ,19 ,
social.nullrequest.com,iceshrimp,2023.10.04,2 ,1 ,1 ,405 ,
bowles.social,mastodon,4.2.0,1 ,0 ,1 ,7 ,
blockriot.com,mastodon,4.2.0,55 ,6 ,21 ,9970 ,
akiba.party,mastodon,4.2.0,54 ,16 ,25 ,2845 ,
sasa.africa,mastodon,4.2.0,8 ,2 ,3 ,170 ,
amphora.social,mastodon,4.1.4,4 ,2 ,2 ,855 ,
mastodon.f2a.io,mastodon,4.1.9,3 ,2 ,2 ,496 ,
hofra.rocks,mastodon,4.2.0,51 ,9 ,13 ,2983 ,
mastodon.vierkantor.com,mastodon,4.1.4+glitch+cat+1.0.0+nya-1.1.11,4 ,3 ,3 ,28295 ,
mk.szkod.ovh,misskey,12.119.2,2 ,1 ,1 ,5416 ,
mckellar.social,mastodon,4.1.0rc2,4 ,2 ,2 ,931 ,
structuregeek.social,mastodon,4.2.0,3 ,1 ,1 ,296 ,
m.tzyl.eu,mastodon,4.1.7,2 ,2 ,2 ,119 ,
social.ironboundsoftware.com,pleroma,2.5.2,1 ,1 ,2 ,1012 ,
team.yarnspinner.dev,mastodon,4.2.0,1 ,1 ,1 ,14 ,
soc.umrath.net,mastodon,4.2.0,1 ,1 ,2 ,6560 ,
bunbers.org,akkoma,3.9.3-28-g9d7c877d-akkoma,69 ,17 ,34 ,644 ,
tailored.social,mastodon,4.2.0,2 ,0 ,1 ,124 ,
6510.nu,hometown,4.0.5+hometown-1.1.1,2 ,1 ,1 ,862 ,
wzf.wtf,pleroma,2.5.5,3 ,0 ,0 ,0 ,
m.heine.xyz,mastodon,4.2.0,4 ,3 ,4 ,44551 ,
social.wagnersnetz.de,mastodon,4.1.5,1 ,0 ,1 ,3 ,
varjo.org,mastodon,4.1.6,2 ,1 ,1 ,8 ,
social.nix.ai,mastodon,4.2.0,1 ,0 ,1 ,94 ,
mastodon.sherbers.de,mastodon,4.2.0,1 ,1 ,1 ,8 ,
plack.app,akkoma,3.10.4-7-g10f1690b-jadiunr-main,2 ,1 ,2 ,1 ,
mastodon.kapler.family,mastodon,4.2.0,2 ,1 ,2 ,78 ,
dementedandsadbut.social,mastodon,4.2.0,2 ,1 ,2 ,5132 ,
seizemeans.com,mastodon,4.2.0,28 ,3 ,5 ,5477 ,
dev.equel.social,mastodon,4.2.0,41 ,3 ,3 ,811 ,
reve.land,mastodon,4.2.0,1 ,1 ,1 ,155 ,
fedi.getimiskon.xyz,akkoma,3.10.4,11 ,7 ,15 ,10908 ,
kirchner.social,mastodon,4.2.0,2 ,1 ,2 ,97 ,
mstdn.sheehanmiles.com,mastodon,4.1.4,4 ,1 ,2 ,555 ,
social.lyrenhex.com,mastodon,4.2.0,3 ,2 ,3 ,1138 ,
tekton.network,mastodon,4.1.9,4 ,1 ,1 ,2909 ,
colliderbias.net,mastodon,4.2.0,4 ,2 ,3 ,641 ,
sad.cab,pleroma,2.5.0,8 ,1 ,2 ,666 ,
tusk.fyi,mastodon,4.0.2,4 ,0 ,0 ,3074 ,
social.inzeiten.de,mastodon,4.2.0,1 ,1 ,1 ,1166 ,
mastodon.levis.name,mastodon,4.1.9,1 ,1 ,1 ,162 ,
test.bvp.me,mastodon,4.2.0,1 ,1 ,2 ,(142),
cliq.social,misskey,2023.9.3,1019 ,null,null,73177 ,
gnubox.org,gotosocial,0.11.1 git-c7a46e0,2 ,null,null,3928 ,
mieth.social,mastodon,4.1.9,4 ,3 ,3 ,2184 ,
federation.p1k3.com,mastodon,4.2.0,3 ,1 ,2 ,9662 ,
b0x.social,mastodon,4.1.4,14 ,6 ,7 ,413 ,
sns.taizona.jp,mastodon,4.2.0,1 ,1 ,1 ,2733 ,
aposimz.net,akkoma,3.10.4-0-gebfb617,3 ,2 ,3 ,0 ,
morph.todon.de,mastodon,4.2.0,3 ,3 ,3 ,3050 ,
moderately.social,mastodon,4.2.0,1 ,1 ,1 ,510 ,
theclacks.cloud,mastodon,4.2.0,1 ,1 ,1 ,56 ,
forlorn.computer,mastodon,4.2.0,2 ,1 ,1 ,774 ,
frogdrool.net,mastodon,4.2.0,5 ,3 ,4 ,1597 ,
nuernberg.social,mastodon,4.0.2,55 ,19 ,33 ,814 ,
linke.social,mastodon,4.1.0,74 ,21 ,38 ,1356 ,
miltackink.space,mastodon,4.2.0,7 ,1 ,1 ,26 ,
stadtmg.social,mastodon,4.1.6,2 ,2 ,2 ,1454 ,
mstd.dansmonorage.blue,mastodon,3.5.0+glitch,27 ,10 ,12 ,11648 ,
mastodon.defiantjc.synology.me,mastodon,4.2.0,3 ,2 ,2 ,540 ,
mastodon.fjerland.no,mastodon,4.2.0,1 ,1 ,1 ,222 ,
club.elephantus.moe,pleroma,2.5.2-13-g2d193861,6 ,1 ,3 ,51 ,
fedi.twoshortplanks.com,mastodon,4.2.0,2 ,2 ,2 ,64 ,
mastodon.digitalsuccess.dev,mastodon,4.1.5,2 ,1 ,2 ,3226 ,
mastodon.macsnet.cz,mastodon,4.2.0,52 ,3 ,4 ,31025 ,
tane.codes,mastodon,4.2.0,2 ,1 ,1 ,4704 ,
uwu.town,mastodon,4.0.6,109 ,1 ,3 ,1428 ,
bisset.me.uk,mastodon,4.1.4,1 ,1 ,1 ,15 ,
social.jonaskoeritz.de,mastodon,4.2.0,2 ,2 ,2 ,508 ,
northlandia.net,mastodon,4.2.0-beta1,2 ,2 ,2 ,1 ,
toot.0upti.me,akkoma,3.10.4,1 ,1 ,1 ,1 ,
squad.town,mastodon,4.2.0+glitch,6 ,3 ,3 ,4608 ,
ms.beniceplease.com,mastodon,4.1.3,4 ,2 ,3 ,1022 ,
2pxnl.de,mastodon,4.2.0,2 ,1 ,1 ,1633 ,
fedi.home.ctu.cx,gotosocial,0.12.0-297b6e,2 ,null,null,1156 ,
onsbos.hopto.org,mastodon,4.2.0,4 ,3 ,3 ,388 ,
social.touhey.org,mastodon,4.2.0,1 ,1 ,1 ,338 ,
overgrown.garden,mastodon,4.1.8,6 ,4 ,5 ,628 ,
mstdn.doern.tech,mastodon,4.2.0,3 ,2 ,5 ,252 ,
creative.ai,mastodon,4.0.6,16 ,13 ,13 ,26566 ,
awwter.online,mastodon,4.1.4,4 ,2 ,4 ,47880 ,
social.offsign.nl,mastodon,3.3.0,2 ,1 ,1 ,106 ,
wilddog.hendikins.id.au,mastodon,4.2.0,2 ,2 ,2 ,110 ,
mhz.social,mastodon,4.2.0-rc2+glitch,75 ,8 ,8 ,3021 ,
zecko.social,mastodon,4.1.9,4 ,3 ,3 ,229 ,
pleroma.freespeech.club,pleroma,2.5.54-614-g95261979.develop+soapbox,8 ,1 ,8 ,9 ,
noitl.space,mastodon,4.2.0,6 ,2 ,4 ,1202 ,
orbiscognito.com,mastodon,4.1.4,4 ,0 ,2 ,158 ,
dark-elves.social,mastodon,4.1.4,2 ,1 ,1 ,146 ,
linuxhotel.social,mastodon,4.2.0,37 ,9 ,15 ,152 ,
social.sp-codes.de,mastodon,4.2.0,56 ,25 ,46 ,14635 ,
cantina.tatooine.space,akkoma,3.9.0-0-g9a8373a,2 ,2 ,2 ,535 ,
poststoffarm.de,mastodon,4.1.4,3 ,3 ,3 ,90 ,
mastodon.lertsenem.com,mastodon,4.2.0-rc2+glitch,2 ,1 ,1 ,13096 ,
pleroma.ledoian.cz,pleroma,2.5.4-12-ge5a507aa-ledoian,1 ,1 ,1 ,240 ,
social.benjaminturner.me,mastodon,4.2.0,1 ,1 ,1 ,16 ,
twitchfr.social,mastodon,4.0.2,70 ,13 ,32 ,838 ,
lerchenberg.com.de,mastodon,4.2.0,4 ,3 ,5 ,6 ,
fediverse-lite.com,pleroma,2.5.1,2 ,2 ,2 ,6206 ,
federate.me.uk,mastodon,4.0.6,1 ,1 ,1 ,263 ,
social.cdacosta.com,mastodon,4.1.2,2 ,1 ,2 ,255 ,
purplepenguin.lol,mastodon,4.2.0,1 ,1 ,1 ,270 ,
social.edzilla.info,mastodon,4.1.4,2 ,2 ,2 ,46 ,
donadvr.de,mastodon,4.1.9,3 ,2 ,2 ,97 ,
30d.org,mastodon,4.1.3,1 ,1 ,1 ,2 ,
m.gui.do,mastodon,4.2.0,1 ,0 ,1 ,85 ,
clew.lol,pleroma,2.5.50-192-g648773c0.develop+soapbox,20 ,6 ,10 ,24606 ,
mastodon.lebeaunuage.net,mastodon,4.2.0,1 ,1 ,1 ,0 ,
social.arbolitoloco.xyz,mastodon,4.2.0+arbolitoloco,3 ,2 ,2 ,145 ,
boisterous.community,hometown,4.0.6+hometown-1.1.1,6 ,2 ,2 ,291 ,
social.oriol.ie,akkoma,3.10.4-0-gebfb617,1 ,1 ,1 ,91 ,
oraclearm.nsupdate.info,mitra,2.0.0,1 ,1 ,1 ,32 ,
muon.social,mastodon,4.2.0,1 ,1 ,1 ,59 ,
arrifana.org,mastodon,4.0.2,16 ,1 ,1 ,465 ,
notes.whatthefuck.computer,akkoma,3.8.0,3 ,3 ,3 ,2400 ,
alfajet.masto.host,mastodon,4.2.0,2 ,1 ,1 ,3029 ,
appellate.ninja,mastodon,4.2.0,1 ,1 ,1 ,5 ,
urhub.co,mastodon,4.2.0,3 ,3 ,3 ,82 ,
mastodon.pratl.net,mastodon,4.2.0,2 ,1 ,2 ,365 ,
mastodon.hexix.de,mastodon,4.2.0,11 ,6 ,10 ,916 ,
mastodon.ch-le.fr,mastodon,4.0.2,1 ,1 ,1 ,71 ,
toot.shoes,mastodon,4.1.6,84 ,6 ,9 ,353 ,
mastodon.kaskadee.eu,mastodon,4.1.9,3 ,2 ,2 ,2 ,
social.chaos.koeln,akkoma,3.9.2-431-g1f8a8c72-develop,4 ,1 ,2 ,109 ,
mastodaix.de,mastodon,4.1.3,9 ,4 ,4 ,2887 ,
yee.camp,mastodon,4.0.6,3 ,2 ,2 ,529 ,
meikle.social,mastodon,4.2.0,1 ,1 ,1 ,14 ,
elb.cloud,mastodon,4.1.5,4 ,1 ,2 ,727 ,
dannythe.site,mastodon,4.2.0,10 ,1 ,1 ,962 ,
planetboca.com,mastodon,4.2.0,2 ,1 ,1 ,13 ,
yoitsu.moe,mastodon,4.1.7,5 ,4 ,4 ,814 ,
mastodon.yyyyy.world,mastodon,3.5.3,34 ,10 ,18 ,69518 ,
deepspace.social,mastodon,4.2.0,15 ,7 ,10 ,5931 ,
abpe.org,mastodon,4.1.9,1 ,1 ,1 ,2566 ,
social.spork.gg,mastodon,4.2.0,1 ,0 ,0 ,744 ,
pb.craignt.com,mastodon,4.2.0,3 ,1 ,1 ,519 ,
flauschclub.flauschgeschaedigt.de,firefish,1.0.2,3 ,2 ,2 ,113 ,
toot.houbahouba.de,mastodon,4.2.0,5 ,1 ,3 ,3852 ,
mastodon.lilysthings.org,mastodon,4.2.0+chuckya,2 ,2 ,2 ,4591 ,
bimbo.social,mastodon,4.2.0+glitch,11 ,4 ,7 ,88 ,
mastodon.fi,mastodon,4.1.9,3 ,3 ,3 ,49 ,
mastodon.demortes.com,mastodon,4.1.6,5 ,1 ,1 ,78 ,
ist.social,mastodon,4.1.8,7 ,4 ,5 ,146 ,
social.tadzik.net,akkoma,3.9.3-0-g9d7c877,1 ,1 ,1 ,761 ,
ap.maladaptive.art,pleroma,2.4.53+soapbox,6 ,3 ,4 ,10799 ,
firedragons.net,mastodon,4.0.2,6 ,5 ,6 ,2896 ,
vhspace.social,mastodon,4.1.5,19 ,2 ,15 ,236 ,
lavraievie.social,mastodon,4.2.0,4 ,2 ,2 ,1272 ,
social.gemnoc.ca,pleroma,2.5.5,1 ,0 ,1 ,2418 ,
thomashaley.social,mastodon,4.1.4,1 ,1 ,1 ,20 ,
masto.amsterdam,mastodon,4.2.0,2 ,0 ,0 ,0 ,
toot.onitato.com,mastodon,4.2.0,1 ,1 ,1 ,416 ,
masto.louzao.network,mastodon,4.2.0,2 ,1 ,2 ,1045 ,
net4sw.com,mastodon,4.2.0,409 ,44 ,122 ,17704 ,
woehl.social,mastodon,4.2.0,1 ,1 ,1 ,52 ,
social.jacklinke.com,mastodon,4.2.0,1 ,1 ,1 ,232 ,
mastodon.milll.ws,mastodon,4.2.0,28 ,3 ,4 ,192 ,
extwitriates.com,mastodon,4.1.9,6 ,0 ,1 ,7 ,
mastodon.socdojo.com,mastodon,4.1.5,1 ,2 ,4 ,9 ,
outerkosm.us,calckey,13.1.4.1,23 ,5 ,20 ,5955 ,
myapple.social,mastodon,4.2.0,4 ,4 ,4 ,1146 ,
delab.re,mastodon,4.2.0,1 ,1 ,1 ,73 ,
social.spheron.one,mastodon,4.1.4,2 ,1 ,2 ,38 ,
0rb.it,mastodon,4.1.9,6 ,3 ,6 ,417 ,
nullthe.net,mastodon,4.1.4,3 ,0 ,3 ,3 ,
akko.chir.rs,akkoma,3.10.3,10 ,7 ,7 ,9466 ,
social.terbeest.net,mastodon,4.1.4,3 ,1 ,1 ,56 ,
so.rezzedup.com,mastodon,4.1.8,1 ,1 ,1 ,10 ,
volt.cafe,mastodon,4.2.0,25 ,3 ,6 ,388 ,
mastodon.olivr.me,mastodon,4.2.0,1 ,1 ,1 ,88 ,
kampftoast.de,mastodon,4.1.5,6 ,3 ,3 ,1429 ,
cybercitizen.group,mastodon,4.1.0,2 ,1 ,2 ,126 ,
whimsical.fail,mastodon,4.1.7,2 ,2 ,2 ,146 ,
smitenet.com,mastodon,4.2.0,1 ,1 ,1 ,278 ,
mastodon.webarch.org.uk,mastodon,4.1.8,4 ,2 ,3 ,189 ,
eweg.be,mastodon,4.2.0,3 ,1 ,1 ,1610 ,
stoner.cafe,akkoma,3.10.4-0-g0af8e93,3 ,4 ,4 ,12 ,
helpfulpodcasters.social,mastodon,4.2.0,2 ,2 ,2 ,118 ,
social.ellijaymakerspace.org,mastodon,4.1.4,11 ,2 ,4 ,685 ,
mastodon.fixermark.com,mastodon,4.2.0-rc2+glitch,1 ,1 ,1 ,709 ,
weedyverse.de,mastodon,4.0.2,17 ,2 ,4 ,3385 ,
nalocal519.social,mastodon,3.5.13,9 ,2 ,2 ,1042 ,
rottmann.social,mastodon,4.2.0,1 ,0 ,1 ,111 ,
masto.ws,mastodon,4.1.4,6 ,1 ,3 ,367 ,
artoot.xyz,mastodon,4.2.0,373 ,2 ,2 ,11569 ,
social.engard.me,mastodon,4.2.0,1 ,1 ,1 ,145 ,
hannover.social,mastodon,4.2.0,27 ,14 ,16 ,2767 ,
ericmerlock.social,mastodon,3.1.3,1 ,2 ,6 ,38 ,
kitzmiller.social,mastodon,4.2.0,6 ,1 ,2 ,1632 ,
blue.yuv.pink,mastodon,4.1.6,1 ,1 ,1 ,41 ,
wang.nz,mastodon,4.0.2,2 ,1 ,2 ,20 ,
thehb.me,mastodon,4.2.0,3 ,3 ,3 ,670 ,
fedi.moegirl.live,firefish,1.0.5-dev7,87 ,21 ,85 ,1173 ,
piupiupiu.com.br,mastodon,4.2.0,40 ,7 ,16 ,4653 ,
retrohangout.club,mastodon,4.2.0,3 ,2 ,2 ,445 ,
m.bonzoesc.net,mastodon,4.2.0,3 ,1 ,2 ,17747 ,
greatjustice.net,mastodon,4.1.4,9 ,1 ,3 ,1551 ,
dcerberus.com,mastodon,4.2.0,24 ,13 ,15 ,3974 ,
agilealliance.social,mastodon,4.2.0,118 ,28 ,56 ,4979 ,
fedi.theepicblock.nl,akkoma,3.9.3-28-g9d7c877d,1 ,1 ,1 ,32 ,
liveplatform.ca,mastodon,3.4.1,47 ,6 ,8 ,573 ,
angelou.club,mastodon,4.0.2,4 ,1 ,1 ,3 ,
msps.io,mastodon,4.2.0,11 ,2 ,8 ,1219 ,
trombas.vost.pt,mastodon,4.0.2,23 ,8 ,10 ,3178 ,
soc.zom.bi,mastodon,4.2.0,5 ,2 ,3 ,1530 ,
redwombat.social,mastodon,4.2.0,27 ,19 ,21 ,23340 ,
social.phantanews.de,firefish,1.0.3,4 ,2 ,2 ,34 ,
masto.1146.nohost.me,mastodon,4.1.4,1 ,1 ,1 ,6974 ,
toots.cc,mastodon,4.2.0,3 ,3 ,4 ,286 ,
mastodon.exitmusic.world,mastodon,4.1.6,1 ,1 ,1 ,1290 ,
mastodon.juanandzeroes.com,mastodon,4.1.6,3 ,1 ,1 ,44 ,
farts.social,mastodon,4.2.0,4 ,1 ,3 ,145 ,
m.krbonne.net,mastodon,4.1.6,8 ,1 ,2 ,269 ,
trashbrain.org,mastodon,4.1.4,14 ,0 ,4 ,53 ,
tuebingen.network,mastodon,4.2.0,20 ,14 ,20 ,418 ,
returtle.com,pleroma,2.5.50-2286-g4c0ab884.develop+soapbox,20 ,1 ,7 ,66 ,
jsx.social,akkoma,3.10.4-0-g0af8e93,1 ,1 ,1 ,50 ,
terz.at,mastodon,4.0.2,4 ,1 ,6 ,3 ,
were.social,pleroma,2.5.54-594-gb094e92c.develop+soapbox,9 ,3 ,4 ,552 ,
internaut.club,mastodon,3.5.3,8 ,0 ,2 ,82 ,
foo.sx,mastodon,4.1.6,3 ,2 ,2 ,2347 ,
toot.martyn.berlin,mastodon,4.2.0,3 ,2 ,2 ,928 ,
libertaria.space,mastodon,4.2.0,1 ,1 ,1 ,84 ,
guillemette.social,mastodon,4.2.0,1 ,1 ,1 ,75 ,
modalnode.club,mastodon,3.5.3,83 ,5 ,77 ,694 ,
less.suitwaffle.com,mastodon,4.1.7,3 ,1 ,1 ,1 ,
social.rickelobe.com,mastodon,4.1.9,4 ,2 ,4 ,6989 ,
agilist.social,mastodon,4.1.5,2 ,0 ,1 ,28 ,
social.jackscott.id.au,mastodon,4.2.0,1 ,1 ,1 ,49 ,
social.cowingtonpost.com,akkoma,3.10.4,1 ,1 ,1 ,0 ,
kinkytaboo.online,mastodon,4.2.0,13 ,4 ,5 ,1092 ,
mastodon.gastrokon.com,mastodon,4.1.4,42 ,1 ,11 ,208 ,
amble.quest,akkoma,3.10.4,8 ,4 ,7 ,1198 ,
pleroma.jarade-pieniek.nohost.me,pleroma,2.5.4,6 ,1 ,5 ,10 ,
mastodon.karrmedia.com,mastodon,3.5.3,1 ,0 ,1 ,1 ,
fadrienn.irlnc.org,pleroma,2.5.5,1 ,1 ,1 ,1333 ,
m.tweepsmap.com,mastodon,4.0.2,11 ,5 ,9 ,1404 ,
mastodon.experienceadvisors.io,mastodon,4.2.0,12 ,1 ,3 ,186 ,
social.massalabs.com,mastodon,4.2.0,1 ,1 ,1 ,232 ,
mastodon.onepointzero.com,mastodon,4.2.0,1 ,1 ,1 ,444 ,
mastodon-pa.sorbonne-universite.fr,mastodon,3.4.1,66 ,9 ,13 ,1410 ,
badgay.net,mastodon,4.2.0,8 ,1 ,1 ,7053 ,
tusk.pacificvi.be,mastodon,4.0.2,3 ,0 ,1 ,61 ,
pleroma.chaoswit.ch,akkoma,3.10.3,4 ,4 ,4 ,2774 ,
s.zholnay.name,mastodon,4.2.0,28 ,3 ,5 ,2532 ,
mastodon.applevis.com,mastodon,4.2.0,6 ,4 ,4 ,1928 ,
lounge.swineair.com,mastodon,4.2.0,2 ,0 ,1 ,18 ,
boobytooth.social,mastodon,4.1.2,1 ,0 ,1 ,43 ,
raccoon.cafe,akkoma,3.10.4-0-gebfb617,7 ,2 ,5 ,766 ,
bardown.space,mastodon,4.2.0,28 ,6 ,15 ,4406 ,
herthafans.de,mastodon,4.2.0,2 ,1 ,1 ,24 ,
politics.rip,mastodon,4.1.4,20 ,8 ,21 ,1467 ,
social.lindsaybison.com,mastodon,4.0.2,2 ,1 ,1 ,78 ,
social.colinmartin.com,mastodon,4.1.4,2 ,1 ,2 ,11 ,
fedi.maneisacutie.club,pleroma,2.4.4,5 ,null,null,49 ,
lasersword.club,mastodon,4.2.0,10 ,2 ,3 ,5707 ,
social.millshome.ca,mastodon,4.0.2,2 ,1 ,1 ,0 ,
yulran.masto.host,mastodon,4.2.0,2 ,1 ,1 ,1243 ,
io.bennyp.org,mastodon,4.1.6,1 ,0 ,1 ,6 ,
social.balpha.de,mastodon,4.2.0,1 ,1 ,1 ,706 ,
ublog.fedi.bbrks.me,akkoma,3.8.0,1 ,1 ,1 ,39 ,
social.city-of-glass.net,mastodon,4.1.4,1 ,1 ,1 ,338 ,
social.tumelum.de,mastodon,4.2.0,2 ,1 ,1 ,454 ,
ublog.tech,mastodon,4.2.0,31 ,20 ,28 ,1679 ,
kachel.social,mastodon,4.2.0,2 ,1 ,1 ,324 ,
mastodon.irolltwenties.com,mastodon,4.2.0,3 ,1 ,3 ,3 ,
roleplaycastle.com,mastodon,4.2.0,1 ,1 ,1 ,25 ,
pourparler.ca,mastodon,4.1.3,3 ,1 ,2 ,223 ,
ibbtown.com,mastodon,4.1.6,10 ,5 ,6 ,347 ,
cyberhideaway.online,mastodon,4.1.2,8 ,6 ,8 ,1471 ,
waff.club,mastodon,4.1.0,6 ,2 ,3 ,599 ,
pleroma.comix.gr,pleroma,2.5.2-13-g2d193861,5 ,1 ,1 ,5 ,
loli.best,mastodon,4.1.2,4 ,1 ,2 ,267 ,
social.handholding.io,pleroma,2.5.50-4-g2bc69111-develop,165 ,8 ,52 ,89810 ,
pleroma.zabaglione.net,pleroma,2.5.4,2 ,1 ,2 ,30 ,
moonbeam.town,mastodon,4.1.4,7 ,1 ,4 ,1015 ,
social.bennypowers.dev,mastodon,4.2.0,2 ,1 ,1 ,2607 ,
unteraffen.de,mastodon,4.2.0,5 ,2 ,3 ,351 ,
widget.uk,mastodon,4.2.0,2 ,1 ,1 ,296 ,
daemonology.social,mastodon,4.0.6,7 ,2 ,4 ,291 ,
shiro.dog,mastodon,4.2.0,5 ,3 ,3 ,196 ,
graffitiwall.wtf,firefish,1.0.4-beta31,6 ,3 ,3 ,22 ,
cackl.io,mastodon,4.2.0,40 ,19 ,34 ,2067 ,
btr.net,mastodon,4.1.4,1 ,0 ,0 ,1 ,
toot.rayonnant.org,mastodon,4.2.0,2 ,1 ,1 ,127 ,
antiquated.systems,mastodon,4.2.0,3 ,2 ,2 ,35 ,
xyu.social,mastodon,4.1.4,6 ,1 ,1 ,28 ,
fd00.space,mastodon,4.1.4,3 ,2 ,3 ,919 ,
pleroma.chtisurel.net,pleroma,2.5.5,2 ,2 ,2 ,401 ,
talk.mls20.de,mastodon,4.2.0,3 ,1 ,1 ,254 ,
social.edythemighty.com,mastodon,4.2.0,2 ,0 ,1 ,0 ,
social.fabean.xyz,pleroma,2.5.52-436-ge8928e22.develop+soapbox,1 ,1 ,1 ,105 ,
furfag.de,mastodon,4.2.0+glitch,7 ,4 ,6 ,700 ,
social.chilira.com,mastodon,4.2.0,11 ,2 ,6 ,2323 ,
mstdn.digital,mastodon,4.2.0,3 ,3 ,3 ,18321 ,
toot.jasonscheirer.com,mastodon,4.1.4,1 ,1 ,1 ,5010 ,
mstdn.xana.live,mastodon,4.2.0,1 ,1 ,1 ,1 ,
qa.social,mastodon,4.1.4,34 ,5 ,6 ,145 ,
bnuy.space,mastodon,4.2.0,4 ,2 ,4 ,673 ,
mielke.social,mastodon,4.2.0,3 ,1 ,2 ,1290 ,
social.mei-home.net,mastodon,4.2.0,1 ,1 ,1 ,3817 ,
social.mkg20001.io,mastodon,4.1.9,6 ,2 ,3 ,543 ,
arathe.net,mastodon,4.2.0,7 ,4 ,4 ,29691 ,
brvt.telent.net,pleroma,2.5.2,1 ,1 ,1 ,1091 ,
galbo.io,mastodon,4.1.2,2 ,1 ,1 ,162 ,
nadena.dev,mastodon,4.1.4,3 ,1 ,2 ,927 ,
wyrm.one,akkoma,3.9.3-0-g9d7c877,1 ,1 ,1 ,304 ,
glittr.social,mastodon,4.2.0,1 ,1 ,1 ,1 ,
meshed.cloud,mastodon,4.2.0,5 ,2 ,3 ,1501 ,
mastodon.hsablonniere.com,mastodon,4.2.0,3 ,2 ,2 ,491 ,
social.hodos.ro,mastodon,4.2.0,1 ,1 ,2 ,40 ,
myfedi.de,mastodon,4.0.2,2 ,1 ,1 ,141 ,
odenwald.social,mastodon,4.2.0,16 ,4 ,8 ,1238 ,
nacchan.ca,firefish,1.0.4-beta31,2 ,1 ,1 ,342 ,
spren.space,mastodon,4.2.0,5 ,1 ,1 ,32 ,
