domain,application,version,users,AMU,AHYU,posts
mastodon.tod.net,mastodon,4.2.0,11,4,8,1488
hyss.us,mastodon,4.0.0,11,8,9,1687
peering.social,mastodon,4.2.0,11,6,7,2006
social.eurotrib.com,mastodon,4.0.2,11,3,12,129
mastodon.calacademy.org,mastodon,4.2.1,11,1,11,36
drnk.ca,mastodon,4.0.2,11,2,5,113
social.ellijaymakerspace.org,mastodon,4.1.4,11,2,4,697
akuanduba.masto.host,mastodon,4.2.1,11,6,9,310
denvr.social,mastodon,4.2.1,11,6,8,882
mastodon.incrediblepbx.net,mastodon,4.1.4,11,3,6,923
social.chilira.com,mastodon,4.2.1,11,1,5,2362
screaming.com,mastodon,4.2.0,11,3,4,223
utter.online,mastodon,4.1.9,11,9,11,136
istheguy.com,mastodon,3.0.1,11,2,3,1911
tootbot.org,mastodon,4.1.2,11,2,4,245
thevelvetedge.net,mastodon,4.1.4,11,4,5,2697
cute.is,mastodon,4.2.1,11,6,9,1111
farlands.cafe,mastodon,4.2.0+farlands,11,6,11,82
bostonmusic.online,mastodon,4.2.1,11,1,4,2291
torment.nexus,mastodon,4.1.9,11,3,11,35
academictalk.org,mastodon,4.1.9,11,4,6,55
eorzea.social,mastodon,4.2.0,11,7,11,560
m.tweepsmap.com,mastodon,4.0.2,11,4,9,1404
social.dogdroid.dev,mastodon,4.1.2,11,1,8,405
toot.shortbus.fail,mastodon,4.2.1,11,5,7,427
social.shikatomajo.live,mastodon,4.2.1,11,4,11,94
otter.garden,mastodon,4.1.9,11,4,5,682
pon.ee,mastodon,4.2.0,11,3,8,237
social.twotenlabs.net,mastodon,4.1.6,11,4,12,1118
beratna.net,mastodon,4.0.2,11,8,9,18883
mastodon.ahorn.info,mastodon,4.1.4,11,7,8,9751
boldcity.social,mastodon,4.1.3+glitch,11,3,9,1719
cincy.social,mastodon,4.2.1,11,3,5,260
delregno.social,mastodon,4.2.0,11,1,1,199
social.eqver.se,mastodon,4.2.0,11,4,8,339
keyboards.social,mastodon,4.2.1,11,8,9,1005
does.social,mastodon,4.2.1,11,6,8,738
sacspace.com,mastodon,4.2.1,11,2,6,653
canal.social,mastodon,4.1.2,11,0,12,89
d3f4ult.space,mastodon,4.2.0,11,5,6,240
ibh.social,mastodon,4.2.0,11,9,10,675
trunk.lol,mastodon,4.2.1,11,9,10,1498
bikesare.cool,mastodon,4.1.4+glitch,11,2,6,255
canarygateway.com,mastodon,4.2.0,11,6,10,9290
social.puczat.pl,mastodon,4.1.4,11,3,5,16
social.colectif.de,mastodon,4.2.1,11,6,7,1356
skinheads.uk,mastodon,4.2.1,11,8,10,1039
sciencemediacenter.social,mastodon,3.5.9,11,4,7,299
x86.social,mastodon,4.0.2,11,1,3,54
videochina.net,mastodon,3.5.10,11,2,8,11425
social.devsnorte.com,mastodon,4.0.1,11,0,2,45
the.enchanted.quest,mastodon,3.5.14+iceage,11,6,10,442
dingo.network,mastodon,4.2.0,11,3,6,639
dnsimple.social,mastodon,4.1.10,11,5,7,323
madworld.social,mastodon,4.2.1,11,0,2,53
eventprofs.social,mastodon,4.0.2,11,3,3,124
wolfpaw.kr,mastodon,4.0.2,11,4,13,1644
mastodon.miri.site,mastodon,4.1.4,11,2,11,22
mastodon.acerbo.me,mastodon,3.1.3,11,1,1,12291
social.ourwebgrove.com,mastodon,4.2.0,11,4,4,4448
mdx.ggtea.org,mastodon,3.5.10 06f906acac,11,2,2,242
mastodon.linuxserver.io,mastodon,4.2.1,11,8,9,492
fox.masto.host,mastodon,4.2.1,11,2,7,8
outergod.art,mastodon,4.0.2,11,5,7,93
owo.ceo,mastodon,4.0.2,11,1,2,7
rarified.online,mastodon,4.2.1,11,3,8,75
m.flyemoji.moe,mastodon,4.1.5,11,6,10,420
shortens.net,mastodon,4.1.4,11,3,3,199
misfitToys.social,mastodon,4.1.6,11,4,7,34086
social.juliestbagel.me,mastodon,4.2.1,11,1,10,146
sailing.masto.host,mastodon,4.2.1,11,1,2,6
baguette-it.social,mastodon,4.1.4,11,4,9,137
displayeurope.social,mastodon,4.2.0,11,10,12,4
hoppclan.com,mastodon,4.1.4,11,9,10,2909
mastodon.wkf.wtf,mastodon,4.2.1,11,9,11,283
enfants-et-famille.podcasts.chat,mastodon,3.3.0,11,0,2,17
social.crate.foi.se,mastodon,4.1.7,11,5,11,76
test.mstddntfdn.online,mastodon,4.1.1,11,1,2,115
mastodon.libretic.fr,mastodon,4.1.9,11,3,5,270
mastodon.uniastur.com,mastodon,4.2.1,11,3,6,512
social.arcatar.com,mastodon,4.2.1,11,1,7,21
mastodon.agsj.me,mastodon,4.2.0,11,2,5,159
os-tans.social,mastodon,4.2.1,11,11,11,91
staging.mstdn.maud.io,mastodon,4.3.0-alpha.0,11,2,5,456
social.ndlug.org,mastodon,4.2.1,11,7,11,362
takeko.monster,mastodon,4.2.0,11,1,2,9171
social.ahlroos.me,mastodon,4.2.0,11,10,11,3142
jklol.my.to,mastodon,3.2.1,11,8,9,2731
nap.social,mastodon,4.3.0-nap-ver,10,12,12,339
m.universetoday.com,mastodon,4.2.0,10,4,4,1496
gazouiller.fr,mastodon,4.1.4,10,3,6,69
relayfm.social,mastodon,4.2.1,10,9,9,1023
reshet.social,mastodon,4.2.1,10,6,7,706
changelog.social,mastodon,4.2.1,10,7,8,1570
strangeplace.me,mastodon,4.2.0,10,4,6,7437
exile.social,mastodon,4.2.0,10,4,7,3507
social.dytrych.cloud,mastodon,4.2.1,10,8,10,72818
techhangout.social,mastodon,4.2.1,10,5,5,4080
nonexiste.net,mastodon,4.1.4,10,2,3,7037
is-a.cat,mastodon,4.2.0+glitch,10,7,23,6851
dz.social,mastodon,4.2.1,10,3,10,907
parens.social,mastodon,4.1.3,10,6,7,1276
mastodon.slightlycyberpunk.com,mastodon,4.1.4,10,2,7,11120
okpeace.org,mastodon,4.2.0,10,5,8,1772
marimoko.biz,mastodon,4.0.2,10,3,7,1195
kotobaphil-mtdn.eu,mastodon,4.0.2,10,6,10,10446
mastodon.solar,mastodon,4.0.2,10,2,3,708
mastodon.helvetet.eu,mastodon,4.2.0+glitch,10,3,5,1193
rincha.club,mastodon,4.2.1,10,1,6,764
social.c3l.lu,mastodon,4.2.0,10,8,9,1070
ibbtown.com,mastodon,4.2.1,10,4,6,357
hackerspace.au,mastodon,4.2.0,10,5,6,419
fluff.land,mastodon,4.2.1,10,11,11,7087
unperson.us,mastodon,3.1.3,10,1,1,944
eegle.cloud,mastodon,4.0.2+glitch,10,5,6,508
lasersword.club,mastodon,4.2.1,10,2,3,5912
social.la10cy.net,mastodon,4.2.1,10,5,8,4560
taiwan.wtf,mastodon,4.2.0,10,5,10,100
glitch.taks.garden,mastodon,4.2.0+glitch,10,2,3,9721
sleepy.social,mastodon,4.0.0,10,1,5,45
artraige.masto.host,mastodon,4.2.1,10,3,3,219
mastodon.ameo.dev,mastodon,4.2.0,10,3,4,217
m.pandasemi.co,mastodon,4.1.4,10,2,4,328
kiyi.ca,mastodon,4.2.0,10,6,6,899
thinkydoers.social,mastodon,4.2.0,10,1,1,818
mastodon.ef67daisuki.club,mastodon,4.2.9_ef67daisuki_club,10,3,4,3983
mastodon.vx0.dev,mastodon,4.0.5,10,5,7,710
theatrechat.space,mastodon,4.2.1,10,3,5,446
queer.dev,mastodon,4.2.1,10,4,6,1938
awawa.meo.ws,mastodon,4.2.1,10,3,5,355
foxes.rocks,mastodon,4.1.4,10,7,10,1806
sosialist.party,mastodon,4.2.0,10,5,8,1497
arewe.social,mastodon,4.0.2,10,1,3,679
our.devchatter.com,mastodon,4.2.1,10,4,5,2715
vixen.zone,mastodon,4.1.4,10,5,6,557
toot.queer-lexikon.net,mastodon,4.1.7,10,8,10,4369
xerrem.xyz,mastodon,4.2.0,10,10,12,9685
toot.foundation,mastodon,4.1.5,10,6,10,959
mas.nzcow.com,mastodon,4.1.8,10,7,10,255
nongrata.social,mastodon,4.2.1,10,1,4,47
social.4score7pongs.com,mastodon,4.2.0,10,7,8,1470
poyusbuddy.com,mastodon,4.2.1,10,5,7,389
fuerth.social,mastodon,4.2.0,10,4,6,536
mastodon.humanistische-union.de,mastodon,3.4.6,10,0,1,115
sorgatronmedia.social,mastodon,4.2.1,10,5,5,343
pigeons.club,mastodon,4.1.2,10,3,3,393
mastodon.electric-goat.net,mastodon,4.1.9,10,5,7,931
xn--pnibles-bya.xn--transposes-i7a.eu,mastodon,4.2.0,10,1,2,18527
an.errant.cloud,mastodon,4.2.1,10,4,5,1566
spartanburg.social,mastodon,4.2.0,10,3,3,1595
masto.757.place,mastodon,4.2.1,10,1,9,131
anticapitalistcatgirl.club,mastodon,4.1.0,10,1,6,2309
nycr.social,mastodon,4.2.0,10,2,3,451
mastodon.baazee.social,mastodon,4.2.1,10,5,8,696
pandas.social,mastodon,4.2.1,10,2,4,1537
nyan.lol,mastodon,4.2.1,10,10,10,1704
fomx.gay,mastodon,4.1.6,10,3,6,172
neuland.social,mastodon,4.1.10,10,5,6,437
pfft.lol,mastodon,4.2.0,10,4,8,600
indigenousgulf.online,mastodon,4.2.0+glitch,10,5,7,303
social.dsanj.org,mastodon,4.2.0,10,2,7,587
topher.social,mastodon,4.1.4,10,3,10,31
hashapp.space,mastodon,4.2.0,10,4,4,90
deff.no,mastodon,3.5.12,10,5,6,128
carclub.social,mastodon,4.2.0,10,3,8,70
fediverse.au,mastodon,4.1.4,10,5,8,251
mas.erb.pw,mastodon,4.3.0-alpha.0,10,7,11,3399
thewiring.com,mastodon,4.1.6,10,3,6,2518
toulouse.social,mastodon,4.2.1,10,10,12,966
anothersuper.social,mastodon,4.2.0,10,3,7,67
my0.net,mastodon,4.1.1,10,5,5,10531
mastodon.flooey.org,mastodon,3.5.10,10,7,10,846
mastodon.morgurth.com,mastodon,4.1.4,10,2,8,357
seldo.dev,mastodon,4.0.2,10,1,2,258
hellions.cloud,mastodon,4.2.0,10,6,9,446
cccwi.social,mastodon,4.2.1,10,7,9,122
sled.social,mastodon,4.2.1,10,7,8,516
furnu.org,mastodon,4.2.1,10,5,10,728
postagram.net,mastodon,4.1.9,10,5,9,50
drg.nz,mastodon,4.1.9,10,5,7,1729
lazysocial.de,mastodon,4.2.1,10,8,10,5634
m.futex.au,mastodon,3.5.3,10,3,12,2203
dustbuster.club,mastodon,4.1.4,10,3,20,630
nonsocialand.space,mastodon,4.1.9,10,3,9,331
scribing.social,mastodon,4.1.6,10,3,4,387
babblebox.net,mastodon,4.1.9,10,6,8,652
mastodon.f12n.de,mastodon,3.2.0,10,3,4,311
typo3.social,mastodon,4.2.1,10,7,10,75
shout.3xd.eu,mastodon,4.3.0-alpha.0,10,1,1,144
bodensee.social,mastodon,4.2.1,10,3,5,96
smartcity.social,mastodon,4.1.4,10,7,10,191
mastodon.house,mastodon,4.0.0,10,3,6,358
moyu.social,mastodon,4.1.2,10,3,4,74
keybiscayne.social,mastodon,4.2.1,10,0,1,35
techy.jp,mastodon,4.2.0,10,2,11,42
kamel.social,mastodon,4.1.4,10,3,3,50
josa.social,mastodon,4.1.4,10,3,5,46
edge.allpeep.com,mastodon,4.1.6,10,3,12,35
sachsen-medien.social,mastodon,4.2.1,10,7,10,13
letallmortalfleshfindtheirvoice.social,mastodon,4.2.1,10,0,0,183
mastodon.yshi.org,mastodon,4.2.0+glitch,10,8,10,5672
social.besties.house,mastodon,4.3.0-alpha.0+besties,10,7,7,2531
mastodonte.red,mastodon,4.1.9,10,2,4,91
mediastudies.berlin,mastodon,4.0.2,10,3,6,62
voidfarm.pw,mastodon,4.2.1,10,3,4,130
glitch.cat.family,mastodon,3.5.3+kibicat,10,9,10,52393
mastodon.cesko.digital,mastodon,4.2.1,10,11,11,222
mastodon.gruezi.net,mastodon,4.2.1,10,6,6,2905
mastodon.hiveagile.com,mastodon,4.2.1,10,8,8,338
mastodon.rosiesocosy.com,mastodon,4.2.0,10,6,9,269
social.modest.com,mastodon,4.2.0,10,4,5,899
mastodon.ghostdub.de,mastodon,4.2.1,10,7,8,1569
social.samf.me,mastodon,4.0.2,10,10,10,58750
quietude.space,mastodon,3.2.0,10,4,4,188
dogbottom.com,mastodon,4.2.1,10,0,1,228
connected.so,mastodon,4.0.2,10,0,9,70
mastodon.arakawa-lab.com,mastodon,4.1.4,10,0,5,44
unpopular.me,mastodon,4.0.2,10,5,8,84
sts.ditatompel.com,mastodon,4.1.4,10,2,5,35
mastodon.mfbfreaks.nl,mastodon,4.1.10,10,1,2,7
