domain,application,version,users,AMU,AHYU,posts
frmsn.network,mastodon,4.2.0,2,2,3,3
hostux.social,mastodon,4.2.0,8214,744,1347,414386
social.fuzake.io,firefish,1.0.4-beta,4,1,2,27
t1.ztrehagem.dev,misskey,2023.10.1,36,null,null,2312
covelline.social,mastodon,4.2.1,7,6,7,601
waf.social,mastodon,4.2.1,8,6,9,72
mammut.sekhen.com,mastodon,4.2.0-rc2,1,1,1,22
atomicpoet.org,pleroma,2.5.0,2,2,2,3228
no-pony.farm,mastodon,4.2.1,176,3,3,5012
nomanssky.social,mastodon,4.2.0,151,33,85,12473
social.seattle.wa.us,mastodon,4.2.0,605,170,331,31619
a.sapphic.online,firefish,1.0.4-beta31,4,2,2,1087
misskey.usbharu.dev,misskey,2023.9.3,13,null,null,39506
mstdn.virtecam.net,mastodon,4.2.0,3,1,2,3188
aeosskey.io,misskey,13.13.2,83,null,null,2771
social.raytec.co,mastodon,4.2.1,4,4,5,8925
posts.adamw.social,mastodon,4.2.1,1,1,1,477
kemoner-don.tokyo,mastodon,4.2.0,1,1,1,311
himbo.life,mastodon,4.2.1,1,1,1,1011
social.tulsa.ok.us,mastodon,4.2.1,82,20,52,43971
pleroma.payfrit.com,pleroma,2.5.2-13-g2d193861,10,4,10,7818
wizarding-world.icu,mastodon,4.2.1,2,2,2,41644
mastodon.irohanano.nl,mastodon,4.2.0,1,1,1,866
futen.work,mastodon,4.2.1,74,39,55,120451
hallihan.net,mastodon,4.2.1,1,1,1,132
mi.hk-shuttle.net,misskey,2023.9.0,3,null,null,3956
darkwitch.net,mastodon,4.2.0,23,16,27,6643
small.circlez.social,mastodon,4.1.2,3,2,3,1723
partyparrot.social,mastodon,4.2.1,25,1,22,13031
astheriver.art,akkoma,3.10.3-0-gc887dd4,1,1,1,48
social.grahamharper.net,mastodon,4.2.1,1,1,1,114
mtdn.anyqn.com,mastodon,3.5.3,6,1,16,7076
zuhair.social,mastodon,4.2.1,1,1,1,140
2m.cutls.com,mastodon,4.0.1,4,2,2,10049
sui-mag.com,misskey,13.14.2,6,null,null,2446
fikaverse.club,mastodon,4.2.1,379,67,118,5273
woof.group,mastodon,4.2.0,2087,933,1558,251105
socks.masto.host,mastodon,4.2.1,1,1,1,1365
social.retroedge.tech,pleroma,2.5.5,3,2,2,549
undefined.social,mastodon,4.2.1,25,11,11,3207
frontrange.co,mastodon,4.2.0,91,41,87,37372
fedisabled.social,mastodon,4.2.1,94,25,25,33991
noitl.space,mastodon,4.2.0,6,2,3,1228
pcgamer.social,mastodon,4.2.0,335,56,98,35922
buddyverse.xyz,mastodon,4.2.0,11,13,13,1902
ngmx.com,mastodon,4.2.1,12,11,11,10088
calckey.jp,firefish,1.1.0-dev0,432,164,346,77787
uso108.fedicity.net,mastodon,4.2.1,1,1,1,766
misskey.kokshi.com,misskey,2023.10.1,4,null,null,109
misskey.maco.pics,misskey,13.13.2,3,null,null,405
dt.gl,mastodon,4.2.1,3,2,2,2369
nothankyou.hostdon.ne.jp,mastodon,4.2.1,1,0,1,39
canary.fedibird.com,mastodon,3.5.3,1,1,1,7
i-nonaka.net,mastodon,4.2.1,4,3,4,4741
social.podnews.net,mastodon,4.2.1,2,2,2,839
dreamgate4u.de,mastodon,4.1.6,7,4,4,1
girldick.party,mastodon,4.2.0,2,1,2,243
the.asbestos.cafe,pleroma,2.5.52-189-ge8d35256-develop,38,14,29,21042
die-partei.social,mastodon,4.2.1,108,55,68,121903
animal-crossing.mastportal.info,mastodon,4.2.1,261,34,51,120176
friendsofdesoto.social,mastodon,4.2.1,449,134,317,49600
photo.misskey.city,misskey,2023.9.3,342,null,null,3522
better.boston,mastodon,4.1.4+glitch,628,225,336,81078
aik.social,mastodon,4.2.0,3,1,3,518
wisskomm.social,mastodon,4.2.1,225,162,228,11960
dads.cool,hometown,4.0.6+hometown-1.1.1,175,64,123,194279
sigh.io,firefish,1.0.0,3,1,1,43
qubit-social.xyz,mastodon,4.0.2,1112,208,511,8933
backyard.cloud,mastodon,4.1.9,4,2,2,14670
malt.social,mastodon,4.2.1,1,1,1,105
discuss.systems,mastodon,4.2.1,2968,584,1166,95728
crazylab.online,mastodon,3.4.0rc2,53,2,6,1818
mstdn.pokete.com,mastodon,4.2.1,4,4,4,1942
teabag.ninja,akkoma,3.10.3-0-gc887dd4,6,2,4,947
misskey.gekka.sexy,misskey,13.8.1,6,null,null,3
pleroma.amefur.asia,pleroma,2.5.2-v2-5-2-workbench,1,1,1,7489
arsenalfc.social,mastodon,4.1.6,1655,160,455,28747
androiddev.social,mastodon,4.2.1,2903,913,1618,66327
xn--zck4ad5f2e.xn--q9jyb4c,mastodon,4.1.5,1,1,1,55
mastodonsweden.se,mastodon,4.2.1,398,166,266,77598
masto.esophiamedias.fr,mastodon,4.2.1,4,1,4,6
toot.senkitahara.com,mastodon,4.2.1,2,2,2,4052
camp.smolnet.org,mastodon,4.2.1,91,36,55,29200
noagendasocial.com,mastodon,4.2.1,9057,4461,6633,4138950
social.anufrij.de,mastodon,4.3.0-nightly.2023-10-17,2,2,2,1397
ivoor.eu,mastodon,4.2.1,1,1,1,5368
virtualkemomimi.net,misskey,13.14.2-mewl+0,264,null,null,14192
bostonsocial.online,firefish,1.0.4-dev5,56,13,53,2559
ak.kabukimono.top,akkoma,3.10.4-1-gebfb617b,2,2,2,103
hispagatos.space,mastodon,4.1.9,2798,108,249,75024
moss.haus,hometown,4.0.10+hometown-1.1.1,4,2,4,395
snabelen.no,mastodon,4.2.1,2435,671,1187,148805
akko.disqordia.space,akkoma,3.9.3,146,44,102,153826
fouroclockfarms.club,mastodon,4.2.0+glitch,8,6,7,6382
northern-fox.hostdon.ne.jp,mastodon,4.1.6,0,0,0,0
madost.one,misskey,12.119.2,32,20,25,1107700
be-lieve.hostdon.ne.jp,mastodon,4.2.0,648,255,798,70175
toot.community,mastodon,4.2.1,30584,3927,9651,1148857
liker.social,mastodon,4.1.5,3308,327,740,438343
pl22.telteltel.com,akkoma,3.6.0-0-g45a11aa-develop,1,null,null,62476
notorious.gay,mastodon,4.2.1,2,1,1,8
3zi.ru,mastodon,4.3.0-nightly+1b70d7e,12,13,14,98171
considerate.social,mastodon,4.2.1,2,1,2,576
imastodon.net,mastodon,4.0.9,5666,485,1083,15044549
mastodon.wssmagazine.com,mastodon,4.2.1,131,34,61,6054
waifuism.life,akkoma,3.10.4-1-gebfb617b,24,10,11,65665
toot.io,mastodon,4.2.1,11168,1346,4202,110049
is-a.cat,mastodon,4.2.0+glitch,10,7,23,6851
rap.social,mastodon,4.1.4,71,25,75,8775
glammr.us,mastodon,4.2.1,1046,349,570,140356
pl.nulled.red,akkoma,3.9.3-0-g9d7c877,36,9,251,12360
port87.social,mastodon,4.2.0,56,10,28,7322
afterspace.rocks,mastodon,4.2.1,19,17,20,6954
restof.social,mastodon,4.2.1,35,4,4,1058
furry.horse,mastodon,4.1.7,46,16,31,3947
mastodon.scientiam.org,mastodon,4.1.9,3,2,2,546
liminalisland.xyz,mastodon,4.2.1,7,6,8,819
trunk.jmtr.org,mastodon,4.2.1,2,2,2,3
joshuastrobl.social,mastodon,4.2.0,1,1,1,136
greennuclear.online,mastodon,4.2.1,48,18,28,4913
phantomthieves.net,akkoma,3.9.3-28-g9d7c877d,4,2,5,517
t.joeldebruijn.nl,akkoma,3.10.3-0-g43c5fd5,3,2,3,637
social.zwoelfdreifuenfundvierzig.net,mastodon,4.2.0,5,2,2,12247
social.applied-langua.ge,pleroma,2.5.2-13-g2d193861,6,5,5,5694
clew.lol,pleroma,2.5.50-192-g648773c0.develop+soapbox,20,6,10,25331
tedcarstensen.social,mastodon,4.2.1,1,1,1,12
social.cosnomi.com,pleroma,2.5.2,3,1,1,168
lingo.lol,mastodon,4.2.1,301,127,187,39774
social.stormsvale.no,mastodon,4.2.1,1,2,2,734
lea.pet,firefish,1.0.3,98,58,89,19335
redwombat.social,mastodon,4.2.0,27,17,21,23823
s3th.me,mastodon,4.2.1,1,1,1,2173
social.wildasoftware.pl,mastodon,4.1.0,1,1,1,181
misskey.afy.jp,misskey,2023.9.1-icy(2023.10.16.01),30,null,null,1238
rinpuhome.monster,misskey,13.13.2,7,null,null,491
buttersc.one,misskey,2023.9.1+bscone.g,696,null,null,161369
bungle.online,misskey,13.14.2,61,null,null,80789
udongein.xyz,pleroma,2.5.4,402,89,166,618722
tu.social,mastodon,4.2.1,81,37,68,966
gearlandia.haus,pleroma,2.5.54-321-g17c336de-develop,64,27,34,222929
radicalsocial.work,mastodon,4.2.1,53,12,23,1113
comp.lain.la,pleroma,2.5.5,57,25,52,9912
opalstack.social,mastodon,4.2.1,3446,474,2528,37180
mublog.nl,mastodon,4.2.0,9,5,8,5045
thx.gg,mastodon,4.2.0,4,4,5,2383
pinksection.xyz,mastodon,4.2.1,6,2,2,1314
meta.masto.host,mastodon,4.2.1,160,36,65,62208
social.jonaskoeritz.de,mastodon,4.2.0,2,2,2,620
mi.mer.moe,misskey,2023.10.1,4,null,null,8890
m.tkngh.jp,misskey,tsubuyaita-1.2,128,null,null,51794
mast.linuxgamecast.com,mastodon,4.2.1,46,18,23,19295
alice486.com,mastodon,3.5.3,1,1,1,138
mstdn.ht164.jp,mastodon,3.4.6ht,2,0,0,16246
mastodon.invoke.coffee,mastodon,4.1.0,2,1,1,5
glasgow.social,mastodon,4.2.0,14792,819,3016,176556
mastodon.neilzone.co.uk,mastodon,4.3.0-alpha.0+glitch,3,1,2,5119
mastodon.gougere.fr,mastodon,4.1.4,1881,116,166,225609
merveilles.town,hometown,4.0.6+hometown-1.1.1,644,349,448,480015
neue.city,akkoma,3.7.1,60,null,null,23434
birdbutt.com,mastodon,4.2.0,36,25,30,7936
emacs.ch,mastodon,4.3.0-alpha.0+glitch,1006,425,738,57469
liverpoolfootballclub.social,mastodon,4.0.2,366,157,410,6071
functional.cafe,mastodon,4.2.0+glitch,676,218,337,207410
masto.lema.org,mastodon,4.2.1,5,5,5,33132
mstdn-amadeus.tech,mastodon,4.2.0,35,12,16,155816
akm.simple-gear.com,akkoma,3.10.4-1-gebfb617b,1,1,1,467
thecommandline.social,mastodon,4.1.9,1,1,1,2734
m.otter.homes,mastodon,4.2.0+glitch,569,320,455,139643
toot.ptinem.io,mastodon,4.2.1,1,1,1,1343
ratingen.social,mastodon,4.2.1,4,2,3,353
social.ericwbailey.website,mastodon,4.2.1,1,1,1,1353
shitpost.poridge.club,misskey,13.9.2,389,null,null,47568
wetdry.world,mastodon,4.3.0-alpha.0+chuckya,1983,774,1202,280463
gomachan.web-kotobuki.net,misskey,13.14.2,5,null,null,618
mstdn.chrisalemany.ca,mastodon,4.2.0,4,4,4,11847
novelskey.tarbin.net,misskey,13.14.2-tanu-1.43.4,6738,null,null,1602929
ryona.agency,pleroma,2.5.54-0-g338793f9b-ryona-dev,90,28,57,47701
heath.social,mastodon,4.2.1,2,1,1,1776
soukun.io,misskey,13.14.2-io.7,15,null,null,22133
toot.lv,mastodon,4.2.1,1091,368,776,107671
toot.fromseabed.com,mastodon,4.2.1,1,1,1,1754
baraag.net,mastodon,4.2.1,293186,37474,75710,10126633
misskey.inaba.dev,misskey,13.10.3,19,null,null,510
xreality.social,mastodon,4.2.0,56,25,78,258
fasol.org,mastodon,4.2.1,1,1,1,994
social.aa.net.uk,mastodon,4.1.8,7,5,7,359
soc.feditime.com,akkoma,3.10.4,1,1,1,218
castoranxieux.ca,akkoma,3.10.3,3,1,1,127
artisan.chat,mastodon,4.2.1,1344,310,577,123100
dragons.fyi,akkoma,3.4.0-0-gf91b89673,1,null,null,906
mastodon.bentasker.co.uk,mastodon,4.2.0,4,3,3,1551
campaign.openworlds.info,mastodon,4.2.1,224,29,43,77755
remolino.town,akkoma,3.10.4-0-gebfb617,2,2,2,173
mast.lat,mastodon,4.2.0,33585,780,3811,47410
schach.social,mastodon,4.2.1,70,32,48,2080
crag.social,mastodon,4.2.1,2,1,1,1239
a.minuscule.space,akkoma,3.10.4+PE,1,1,1,52
towns.gay,mastodon,4.1.6,214,62,152,42321
mastodon.jparenas.com,mastodon,4.2.1,1,1,1,12
calckey.ranranhome.info,calckey,13.1.4.1,1262,626,1212,80759
sakh.social,mastodon,4.1.5,16,8,17,1893
dev.joinsharkey.org,sharkey,2023.10.3.beta1,9,null,null,79
mofmof.coffee,mastodon,3.4.1,40,27,35,50786
ponies.social,mastodon,4.1.7,356,255,351,82824
sns.tinax.work,pleroma,2.5.2,2,2,3,18
mi.see2et.dev,misskey,2023.9.3,15,null,null,419
pleroma.fuba.dev,pleroma,2.5.2,3,2,3,20207
precure.ml,mastodon,4.2.1,357,36,51,287791
mstdn.osaka,mastodon,4.1.4,1865,64,124,1885986
twipped.social,mastodon,4.2.1,5,5,5,8282
social.0ko.me,mastodon,4.2.1,2,2,2,8121
koyomi.co,mastodon,4.1.0,1,1,1,168
1210.nl,mastodon,4.2.1,12,1,6,1049
gaydadon.jp,mastodon,4.2.1,239,119,229,8907
hdty.in,mastodon,4.0.2,2,1,1,1917
mazanec.social,mastodon,4.1.4,6,3,4,367
hakorena.hostdon.ne.jp,mastodon,4.2.0,1,1,2,10799
social.singing.dog,pleroma,2.5.54-409-g340c8812-develop,4,2,2,502
triangle.social,akkoma,3.8.0,82,2,42,12774
narrativ.es,mastodon,4.2.1,2,1,1,6691
toothole.org,akkoma,3.9.3-0-g9d7c877,1,1,1,65
high.cat,mastodon,4.2.0+glitch,119,12,17,22619
minmin.hostdon.ne.jp,mastodon,4.2.1,1,1,1,2231
jc.opprimo.jp,misskey,13.14.2,4,null,null,2
mastodon.hongkongers.net,mastodon,4.2.0,286,185,231,245313
mstdn.blueday.blue,mastodon,4.2.1,2,2,2,3331
pisskey.io,misskey,2023.9.3,11,null,null,317
poly.cybre.city,akkoma,3.9.3-2-gfb8081e1-develop,2,1,1,7267
eozygodon.com,mastodon,4.2.0,7,3,5,1767
mastodon.wien,mastodon,4.2.1,562,124,264,3687
himagine.club,firefish,1.0.4-beta31,97,69,95,19353
anasodon.com,mastodon,4.1.4,2,2,2,1093
clockcrock.click,misskey,13.14.1-cc.c-0.0.1,12,null,null,2198
tkz.one,mastodon,4.2.0,33586,1767,2863,424450
fandom.ink,mastodon,4.2.1,1426,419,915,273031
donphan.social,mastodon,4.3.0-alpha.0+glitch,3336,216,527,122175
mstdn.res.ac,mastodon,4.2.0,104,8,23,120832
atx.pub,mastodon,4.1.5+glitch,60,26,37,4463
lile.cl,mastodon,4.2.0,3090,420,1066,498953
firefish.imirhil.fr,firefish,1.0.4-beta31,2,1,1,15211
gladtech.social,mastodon,4.2.0,76,27,90,8309
mastodon.rxbrad.com,mastodon,4.2.1,2,1,2,217
mocha.hoto.rocks,misskey,2023.10.1,15,null,null,12138
sciencemastodon.com,mastodon,4.2.1,1381,341,687,44220
flyovercountry.social,mastodon,4.1.4,12,6,7,12567
mastodon.philtanner.com,mastodon,4.2.1,2,2,2,1097
nickapos.social.oncrete.gr,firefish,1.0.4-beta,3,1,2,33
social.still-ai.net,mastodon,4.0.6,1,1,1,920
weird.autos,mastodon,4.2.0,144,57,87,46847
famichiki.jp,mastodon,4.2.0,1307,497,1335,212596
cdrom.tokyo,akkoma,3.9.3-28-g9d7c877d,809,105,304,117453
ruhr.social,mastodon,4.2.1,10390,2578,4764,478115
spacehost.team,mastodon,4.2.0,7,7,7,28
brettspiel.space,mastodon,4.2.1,340,200,275,41187
wxcloud.social,mastodon,4.2.1,52,17,17,44763
deppenkessel.de,mastodon,4.2.0,21,11,15,10182
thepage.house,akkoma,3.10.4-0-gebfb617,2,2,2,541
akkoma.mercurywork.shop,akkoma,3.10.4-0-gebfb617,316,28,133,1493
asimon.org,pleroma,2.5.53-584-ga2a85bc8.develop+soapbox,12,2,2,5881
dial.modem.show,mastodon,4.0.6,5,3,4,409
mstdn.lalafell.org,mastodon,4.1.4,122,20,49,12417
brands.town,mastodon,4.2.0,263,64,170,16630
aitor-sama.es,mastodon,4.0.2,3,1,1,190
m.doany.io,misskey,2023.10.1,11,null,null,162
don.linxx.net,mastodon,4.2.0,82,45,49,28184
mstdn.tokyocameraclub.com,mastodon,4.1.6,10041,227,583,124904
eigenmagic.net,mastodon,4.1.10,165,63,86,64493
mastodon.cloud,mastodon,4.1.10,273698,7379,33390,5403409
hooves.social,firefish,1.0.3,27,22,25,8469
irrelephant.co,mastodon,4.2.1,9,5,6,1991
warpday.net,misskey,2023.10.1,416,null,null,163130
mi.ichigo.dev,misskey,2023.10.1,7,null,null,647
101010.pl,mastodon,4.3.0-alpha.0,8203,1000,2511,404299
social.wiwie.dk,akkoma,3.10.4,1,1,1,1
spacelase.rs,mastodon,4.2.1,21,9,29,2447
wallonie-bruxelles.social,mastodon,4.1.4,4,2,4,1014
ohnoim.online,akkoma,3.9.3-0-g9d7c877,1,1,1,184
quasselkopf.de,mastodon,4.2.1,4,1,1,10136
stkr.dev,misskey,13.14.2,3,null,null,390
mastodon.laca.dev,mastodon,4.1.4,1,1,1,1063
dawdling.net,mastodon,4.2.1,1,1,1,6317
birdbox.party,mastodon,4.2.1,6,1,1,124
thebag.social,pleroma,2.5.0,95,16,33,21717
metalverse.social,mastodon,4.2.1,928,88,258,5170
mastodon.tinyfox.dev,mastodon,4.1.4,23,6,17,14782
nixnet.social,akkoma,3.10.2-0-gba1ed37,293,43,100,29332
petrous.vislae.town,hometown,4.0.10+hometown-1.1.1,22,17,20,63863
iyasaretai.pw,mastodon,4.2.1,42,23,35,140046
disabled.social,mastodon,4.1.6,2734,421,898,179262
infosec.town,firefish,1.0.4,569,179,567,26895
turtleisland.social,mastodon,4.2.1,30,21,24,2984
hemokey.hemomo.com,misskey,2023.9.3,7,null,null,1208
yellowmustard.club,mastodon,4.2.1,134,37,67,6036
amami.paradigm-x.tokyo,pleroma,2.5.54-622-g9db714fe.develop+soapbox,2,1,2,1100
mastodon.flockofnazguls.com,mastodon,4.2.1,2,2,2,519
mastodon.internet-czas-dzialac.pl,mastodon,4.1.9,4,4,4,6608
simcha.lgbt,mastodon,4.3.0-alpha.0+glitch,33,33,53,27609
oshiro.hirunohi.com,firefish,1.0.3,16,9,14,34909
ikuhumituki.fedicity.net,mastodon,4.2.1,1,1,1,6
very.tastytea.de,misskey,2023.10.1,4,null,null,14582
owo.is,mastodon,4.2.0+glitch,2,1,3,301
cafe.otter.homes,misskey,2023.10.1,191,null,null,4599
mast.yourautisticlife.com,mastodon,4.2.1-rc1,2,2,2,2719
djsumdog.com,pleroma,2.5.5,1,1,1,23023
tukika.com,misskey,2023.10.1,6,null,null,6063
romancelandia.club,mastodon,4.0.11,1813,255,582,165323
mk.f72u.net,misskey,2023.10.1-frsky,41,null,null,117060
notacult.social,mastodon,4.2.0,109,26,53,22626
misskey.ryopon404.net,misskey,2023.10.1,4,null,null,3
mastodon.medica.im,mastodon,4.1.6,91,27,51,2426
onionslices.social,mastodon,4.2.0,2,1,2,1053
mstdn.midyuki.net,mastodon,4.2.0,1,1,1,683
peculiar.florist,firefish,1.0.4-beta31,70,47,68,17945
elonsucks.org,mastodon,4.1.5,97,16,62,7878
social.sir-photch.xyz,mastodon,4.2.1,1,1,1,197
social.dev-wiki.de,mastodon,4.1.4+glitch,10189,1408,3761,139602
mi.v-sli.me,misskey,2023.10.1,43,null,null,10487
ch.9zn.net,pleroma,2.5.1,5,2,2,129
rukii.net,mastodon,4.2.0,7,3,7,1723
waymeet.net,mastodon,4.1.4,1,0,1,32
darkfriend.social,mastodon,4.2.1,165,47,92,19864
misskey.invr.chat,misskey,13.14.2,13,null,null,283
reptileskey.jp,misskey,13.13.2,24,null,null,148
mstdn.nostalgia-tns.net,mastodon,4.1.9,4,4,4,967
k-shiigi-136.masto.host,mastodon,4.2.1,2,1,2,19
misskey.kanpanipage.com,misskey,13.13.2,7,null,null,34
don.kenmo.fm,mastodon,4.2.0,13,10,10,3289
vt.social,mastodon,4.1.2+glitch+th+vtsocial,1139,373,771,105102
stella.place,cherrypick,2023.9.0-rc.2-cp-4.3.0-beta.8,3565,null,null,564362
bewegung.social,mastodon,4.2.0,44,30,33,6249
abyss.fun,mastodon,4.3.0-alpha.0,476,33,81,559589
pointless.chat,mastodon,4.2.1,812,142,252,54665
shakedown.social,mastodon,4.2.1,1738,569,1032,163324
mastodon.acc.sunet.se,mastodon,4.1.8,470,47,77,38717
mstdn.takuya-a.net,mastodon,4.0.2,6,4,5,11319
foxy.social,akkoma,3.9.3-0-g30b9e626f-main,41,9,40,174
social.tzimos.xyz,akkoma,3.9.3-0-g9d7c877,1,1,1,11
i.cymaphore.net,mastodon,4.2.1,1,1,1,1637
misskey.imosskey.dev,misskey,2023.9.3,32,null,null,3882
akk.everyoneattack.com,akkoma,3.10.4-0-gebfb617,1,1,1,1509
social.ketupat.me,akkoma,3.10.4-1-gebfb617b,2,1,1,33
donotsta.re,akkoma,3.10.4-0-gebfb617,72,30,42,9586
mastodon.sg,mastodon,4.2.1,184,52,186,6524
nahe.social,mastodon,4.2.1,127,35,51,12290
social.ordinal.garden,mastodon,4.0.2+glitch,35,15,18,4835
pasokey.net,misskey,13.14.2,44,null,null,12465
kinkyelephant.com,mastodon,4.2.1,4647,368,817,256746
mentalhealth.social,mastodon,4.2.1,119,16,33,5523
paizuri.zip,mastodon,4.2.1,1,1,1,3
emeraldsocial.org,mastodon,4.2.1,45,15,28,7648
mi.nakn.jp,misskey,13.14.2+nasskey1.0.1,18,null,null,1081
nrma.cc,misskey,2023.10.2-beta.2,12,null,null,2255
pol.social,mastodon,4.2.0,6740,856,2472,112744
s.nomya.net,mastodon,4.1.6,1,1,1,4116
notaskey.com,misskey,13.14.2,11,null,null,1990
misskey.mamisrv.ne.jp,misskey,13.14.2,7,null,null,30
fedi.ikeran.org,iceshrimp,1.0.2,4,2,2,977
masto.astrra.space,mastodon,4.1.6,31,12,15,2636
olching.social,mastodon,4.2.0,4,2,3,1113
geshasky.45wa.jp,misskey,13.14.2,10,null,null,7
bakedbean.xyz,mastodon,4.2.0+qdon.glitch,132,54,135,79548
spondr.cz,mastodon,4.2.1,3,3,3,2739
lamp.leemoon.network,firefish,1.0.3,86,44,83,14026
social.bigcavemaps.com,mastodon,4.1.10,9,4,5,2262
19marbles.org,mastodon,4.1.0,8,4,6,3917
wug.fun,mastodon,4.1.4,283,17,28,110224
key.hinasense.jp,firefish,1.0.3-hinasense.jp.0,12,6,9,403
dembowski.social,mastodon,4.2.1,3,2,2,5452
toot.portes-imaginaire.org,mastodon,4.1.5,800,221,377,38054
kaoism.xyz,misskey,2023.10.1,3,null,null,1736
mastodon.beer,mastodon,4.2.1,300,90,160,14904
wargamers.social,mastodon,4.2.1,616,176,361,24172
yandere.cc,pleroma,2.5.4-1107-g1f4be2b3,7,6,6,109800
best-friends.chat,mastodon,4.1.6,3089,710,1017,12194066
social.node001.net,mastodon,4.0.6,2,2,2,5543
libretooth.gr,mastodon,4.2.1,2286,289,550,260446
uma.milkey.homes,areionskey,3.0.0,null,null,null,null
mastodon.mit.edu,mastodon,4.2.0-rc2,894,131,232,204228
pickey.net,misskey,13.13.2,7,null,null,686
vyrse.social,mastodon,4.2.1,8,6,8,3791
typetura.social,mastodon,4.2.0,3,3,3,509
ak.suzu-ya.info,akkoma,3.10.2-0-gba1ed37,2,2,2,5956
bonn.social,mastodon,4.2.1,1337,500,709,212596
misskey.hakoniwa-project.com,misskey,2023.10.1,14,null,null,3761
misskey.rup.one,misskey,13.14.2,3,null,null,867
douchi.space,mastodon,4.2.0,1463,350,450,404183
annihilation.social,pleroma_anni,2.5.5-6-g2f30aa79,41,15,38,29978
hal9.ooo,mastodon,4.2.1,9,9,9,4106
misskey.soda-net.com,misskey,2023.9.3,423,null,null,17547
mastodon.notsobig.co,mastodon,3.5.3,3,2,2,666
kozterulethasznalatienge.day,mastodon,4.2.1,4,1,3,3099
post.lurk.org,hometown,4.0.10+hometown-1.1.1,665,292,365,122980
zeppelin.flights,mastodon,4.2.1,26,17,18,5260
social.anoxinon.de,mastodon,4.2.1,10232,2238,4386,341844
nemushee.net,mastodon,4.2.0,236,67,119,125275
pgh.social,mastodon,4.2.0,89,36,51,7926
mstdn.zeku.org,mastodon,4.2.1,1,1,1,3
social.spejset.org,mastodon,4.2.0,152,93,133,27894
iddqd.social,pleroma,2.5.54-638-ga110a395.develop+soapbox,360,38,137,121344
pug.ninja,mastodon,4.2.1,2,1,1,5297
cosocial.ca,mastodon,4.2.0,122,96,112,37290
drupal.community,mastodon,4.1.9,414,174,312,13773
mastodon.vierkantor.com,mastodon,4.1.4+glitch+cat+1.0.0+nya-1.2.2,4,2,3,29329
mastodon.uno,mastodon,4.2.1,69968,9761,22569,1235309
pone.social,mastodon,4.1.4,336,85,152,19094
ne.codes,mastodon,4.3.0-nightly.2023-10-19,25,1,3,921
social.mikutter.hachune.net,mastodon,4.1.4,466,126,180,1663537
superneko.net,misskey,13.14.2-sn230823,22,null,null,5672
afop.social,mastodon,4.2.1,3,3,3,12
josephgruber.space,mastodon,4.2.1,2,2,2,321
miruku.cafe,foundkey,13.0.0-preview5,2062,257,1410,186876
mastodon.radio,mastodon,4.2.0,2876,1097,1777,218930
tosk.in,mastodon,4.2.0,5,3,3,2140
iam.reasonably.social,mastodon,4.2.1,2,2,2,1041
imaginair.es,mastodon,4.1.3+glitch,349,108,139,93322
lyingvoid.social,mastodon,4.1.4+glitch,38,4,7,5108
tldr.nettime.org,hometown,4.0.10+hometown-1.1.1,391,153,258,34383
witches.live,mastodon,3.0.1,4352,959,6124,601267
tootsfrom.ahabitual.dev,mastodon,4.2.1,2,2,2,17257
fedi.ioangogo.dev,akkoma,3.9.3,2,1,2,1935
mamot.fr,mastodon,4.2.1,38392,3009,4585,6473766
verkehrswende.social,mastodon,4.2.0,135,80,104,11751
mof.rorea.moe,misskey,13.4.0-Aton-1,550,null,null,150258
mk.seitokai.jp,misskey,2023.9.1,3,null,null,0
pub.killrobot.com,pleroma,2.5.50-2286-g4c0ab884.develop+soapbox,2,2,2,396
nemudaru.uk,misskey,2023.10.1,51,null,null,3754
masktodon.social,akkoma,3.10.3-0-g43c5fd5,2,1,1,5
meshed.cloud,mastodon,4.2.1,5,2,2,1502
ukadon.shillest.net,mastodon,4.3.0-alpha.0,284,149,208,189041
en.osm.town,mastodon,4.2.1,725,239,439,50484
raki.club,akkoma,3.10.4-0-gebfb617,6,3,3,383
nightly.pastwind.top,misskey,2023.10.2-beta.2,4,null,null,3
mastodon.pinewoodroad.net,mastodon,4.0.2,1,1,1,2766
masto.kruythoff.net,mastodon,4.2.1,1,1,1,630
mycircle.events,misskey,2023.9.3,146,null,null,937
433.world,mastodon,4.2.1,31,4,9,9956
beta.noyaskey.net,noyaskey,13.13.2-takamatsu,242,null,null,52134
subversive.zone,mastodon,4.2.0,77,35,54,33449
myside-yourside.net,mastodon,4.1.4,1,1,1,1230
mastodon.themarkup.org,mastodon,4.2.1,2,1,2,201
misskey.shunrin.com,misskey,13.14.2,109,null,null,3111
rsp2-iris-no-misskey.wkspcloud.com,misskey,2023.10.1,3,null,null,1733
proyectozero.org,akkoma,3.10.4-0-g0af8e93,1,1,1,29
tyazzkey.work,misskey,2023.9.0,219,null,null,39301
pleroma.glueoh.com,akkoma,3.10.4-0-g0af8e93,1,1,1,21824
misskey.yukoduka.com,misskey,2023.10.1,8,null,null,402
yokonegi.hostdon.ne.jp,mastodon,4.2.1,1,1,1,1940
fedi.absturztau.be,akkoma,3.10.3-201-gc8e08e9c-develop,1361,132,286,839596
pleroma.chillout.chat,akkoma,3.7.1,23,null,null,381
planet.moe,mastodon,4.2.1,23314,8785,16989,3309629
usasaki.net,misskey,12.119.2,15,13,15,37891
kinky.business,mastodon,4.2.1,13029,1157,2261,433059
