domai,application,version,accounts,MAU,HYAU,posts
akkoma.ascyltos.social,akkoma,3.13.2,7,4,5,99
introvert.social,akkoma,3.13.2-0-g050bc74,7,1,2,1015
amble.quest,akkoma,3.10.4,7,4,5,1256
spacelion.me,akkoma,3.13.2,7,6,8,683
pl.salushnes.solutions,akkoma,3.9.3,7,5,7,3135
wiir.libtar.de,akkoma,3.13.2-0-g050bc74,7,2,3,7582
bcn.fedi.cat,akkoma,3.13.1-0-gc02e343,7,6,6,3144
neuro.cooking,akkoma,3.5.0-0-g63f2d1cbe,7,null,null,458
akko.cuddlegirls.cafe,akkoma,3.13.2-6-g87b892ac,7,4,6,7107
1d6.icu,akkoma,3.12.2-0-g26a91d5,7,5,5,135
curiouscabbit.social,akkoma,3.13.2,7,2,4,143
h0tline.miami,akkoma,3.12.2-0-g26a91d5,7,5,7,213
kill-corporations.enterprises,akkoma,3.13.2-0-g050bc74,7,7,8,1526
pouet.quebec,akkoma,3.10.4,7,1,3,4801
social.fossee.net,akkoma,3.11.0,7,7,7,698
social.harpia.red,akkoma,3.13.2,7,5,7,4075
social.goatzone.net,akkoma,3.13.2,7,7,7,143
people.unfoo.net,akkoma,3.12.2,6,2,2,69
akkoma.flyerdonut.net,akkoma,3.12.0-193-g1669ebec,6,5,6,43966
computering.pro,akkoma,3.10.4-0-gebfb617,6,1,2,176
snake.cool,akkoma,3.9.3-28-g9d7c877d,6,2,2,64
social.techn1k.de,akkoma,3.13.2-0-g050bc74,6,5,6,429
a.lufimianet.jp,akkoma,3.5.0-0-g20a652841-hostdon-akkoma-latest,6,null,null,2926
kayii.goe.land,akkoma,3.10.3,6,1,1,776
snipetteville.in,akkoma,3.7.1-0-gfef4bae,6,null,null,541
social.raccoon.college,akkoma,3.9.3-0-g9d7c877,6,2,3,106
raki.club,akkoma,3.13.1-0-gc02e343,6,1,1,496
soc.hyena.network,akkoma,3.13.2,6,1,1,191
idiomdrottning.org,akkoma,3.13.2,6,4,4,17409
rail.siberia.work,akkoma,3.5.0-0-g20a652841-hostdon-akkoma-latest,6,null,null,7332
waow.cat,akkoma,3.13.2,6,3,6,247
awawa.club,akkoma,3.10.4-1-gebfb617b,6,4,5,3736
oopsall.gay,akkoma,3.13.2,6,3,5,1382
a.tela.moe,akkoma,3.9.3-28-g9d7c877d,6,3,3,21892
ak.kyaruc.moe,akkoma,3.4.0-0-gf91b89673,6,null,null,80810
yearning.gay,akkoma,3.13.1,6,6,6,7139
life.starly.blue,akkoma,3.13.2-0-g050bc74,6,5,5,915
phantomthieves.net,akkoma,3.13.2-2-gf59132d5,6,4,5,2063
fedi.fourhappylions.com,akkoma,3.13.2,6,2,3,795
brettvormkopf.de,akkoma,3.13.2,6,2,2,415
santadog.social,akkoma,3.9.3-0-g9d7c877,6,4,4,169
subby.solutions,akkoma,3.13.2-0-g050bc74,6,4,4,1547
class.lunanova.dev,akkoma,3.13.2,6,6,6,493
nerdcore.social,akkoma,3.12.0,5,1,1,11
social.baradoz.cloud,akkoma,3.10.4,5,2,4,1276
meowing.online,akkoma,3.3.1-0-gc6043c9ee-main,5,null,null,430
kitty.haus,akkoma,3.13.1-2-g8fdfb681,5,2,5,13497
typhy.club,akkoma,3.10.2-0-gba1ed37,5,1,2,420
pleroma.neuromante.net,akkoma,3.13.1,5,1,1,7353
p.umbriel.fr,akkoma,3.13.2,5,1,1,71061
sns.minovsky.space,akkoma,3.13.1,5,3,4,14715
vyos.social,akkoma,3.10.4,5,3,4,1207
final.town,akkoma,3.10.4-0-g0af8e93,5,4,5,5502
tirnanog.space,akkoma,3.12.0,5,5,5,9064
ponder.a.reallybigh.at,akkoma,3.13.2,5,3,5,203
pleroma.elinvention.ovh,akkoma,3.13.2,5,3,6,1868
akkoma-test.hiwaga.tech,akkoma,3.5.0-0-gd9508474b,5,null,null,75
beep.flawbee.net,akkoma,3.13.2-614-g3ff0f46b-develop,5,5,5,706
cocaine.moe,akkoma,2.5.2-0-gf91903566-develop,5,null,null,5511
fedi.timstrutzi.at,akkoma,3.9.3-28-g9d7c877d,5,4,4,12
fedi.underpowe.red,akkoma,3.13.2,5,4,5,101
nede.re,akkoma,3.13.2,5,5,5,709
oma.xy-space.de,akkoma,3.11.0,5,0,4,0
outmo.de,akkoma,3.13.2,5,4,4,1030
zia.io,akkoma,3.13.2-614-g3ff0f46b-develop,5,1,2,291
social.alemi.dev,akkoma,3.13.2,5,3,3,616
ak.kumis.industries,akkoma,3.13.2-0-g050bc74,5,3,6,2901
social.ragol.org,akkoma,3.10.4-0-gebfb617,5,2,3,437
social.vlhl.dev,akkoma,3.11.0-0-ga03f3a9,4,2,3,7300
social.unitoo.it,akkoma,3.11.0,4,1,2,701
akkoma.sandhill.social,akkoma,3.7.1-0-gfef4bae,4,null,null,604
pl.inu.is,akkoma,3.13.1,4,2,2,79
social.violetmillie.me,akkoma,3.10.4,4,4,5,1103
fedi.u2p.net,akkoma,3.10.4,4,2,3,1
social.nihil.gay,akkoma,3.12.0,4,4,4,1864
a.doskel.net,akkoma,3.13.2-524-g8f97c15b-develop,4,3,3,1020
sapphic.engineer,akkoma,3.12.2,4,3,3,4408
kneel.before.dog,akkoma,3.13.1,4,2,2,1321
hazymaze.club,akkoma,3.11.0,4,1,3,39
gay.lesaoras.xyz,akkoma,3.12.0,4,3,3,5301
notes.whatthefuck.computer,akkoma,3.13.2,4,4,4,3668
social.rhumbs.fr,akkoma,3.8.0,4,4,4,1084
galaxians.garden,akkoma,3.12.0,4,3,3,1036
ak.angelstrapped.com,akkoma,3.12.0,4,4,4,10827
hi.nighten.fr,akkoma,3.13.1-0-gc02e343,4,3,4,580
ak.cute.rest,akkoma,3.13.2,4,3,3,134
bemrose.social,akkoma,3.10.4-1-gebfb617b,4,2,3,288
buni.ee,akkoma,3.10.4-0-gebfb617,4,2,4,78
crumb.lt,akkoma,3.13.2-0-g050bc74,4,6,6,65
divergence.pp.ua,akkoma,3.9.3,4,1,2,47
fedi.slimegirl.social,akkoma,3.11.0,4,2,5,4809
fediverse.lavcorps.xyz,akkoma,3.10.4,4,1,2,10
lausitz.social,akkoma,3.8.0-0-gccae7ef,4,1,2,0
luna.vg,akkoma,3.13.2,4,1,2,12617
panicking.net,akkoma,3.13.2,4,5,5,0
pleroma.robertoszek.xyz,akkoma,3.13.2-0-g050bc74,4,1,1,1364
social.bakdos.de,akkoma,3.12.2,4,3,3,59
social.chaos.koeln,akkoma,3.10.4-606-g1063b7da-develop,4,1,1,121
taffytavern.com,akkoma,3.10.4-1-gebfb617b,4,1,5,35
universe.feliver.se,akkoma,3.13.2,4,3,3,4467
va-11-hall-a.cafe,akkoma,3.13.2,4,3,3,15449
turbotime.turboteam.xyz,akkoma,3.10.3,4,1,1,423
akkoma.miaowi.ng,akkoma,3.10.2-0-gba1ed37,4,3,3,648
f.openbdsm.org,akkoma,3.13.2,4,2,2,11
social.panicking.net,akkoma,3.13.2,4,5,5,0
yap.bls.ooo,akkoma,3.9.3-0-g9d7c877,4,2,3,257
wb.kunjk.top,akkoma,3.13.2-0-g050bc74,4,4,4,16
akkoma.thesandbox.net,akkoma,3.13.2,3,2,3,620
akkoma.xn--pikabl-0xa.se,akkoma,3.13.2,3,1,3,396
post.nuro.lol,akkoma,3.13.2,3,3,6,189
12xu.xyz,akkoma,3.13.2-0-g050bc74,3,2,2,215
distraction.party,akkoma,3.13.2-521-gffa33735,3,1,1,3454
couch.beerriot.com,akkoma,3.13.2-1-g3a386bdd-no-fetch-with-local-limit-3-13-2,3,2,2,892
social.minbash.de,akkoma,3.12.2,3,1,2,39
fuzzyroots.net,akkoma,3.12.2-0-g26a91d5,3,2,3,775
nocte.0am.jp,akkoma,3.10.4-0-gebfb617,3,1,1,915
transfeminine.art,akkoma,3.13.2-0-g050bc74,3,3,3,44
t.joeldebruijn.nl,akkoma,3.10.3-0-g43c5fd5,3,2,2,805
social.zell-mbc.com,akkoma,3.13.2,3,1,1,179
castoranxieux.ca,akkoma,3.13.2,3,3,3,157
remolino.town,akkoma,3.13.2-0-g050bc74,3,3,3,173
social.ventora.net,akkoma,3.12.2-0-g26a91d5,3,2,2,222
kyou.social,akkoma,3.11.0-0-ga03f3a9,3,1,3,10050
pleroma.chaoswit.ch,akkoma,3.13.2,3,3,4,437
tinylad.social,akkoma,3.9.3-0-g9d7c877,3,1,3,506
ak.gensokyo.shop,akkoma,3.13.2,3,2,4,496
atomicpoet.org,akkoma,3.11.0-0-ga03f3a9,3,2,5,9492
a.farook.org,akkoma,3.9.3-0-g9d7c877,3,2,2,1696
fedi.system64.dev,akkoma,3.13.2-0-g050bc74,3,3,3,1695
dlvn.cc,akkoma,3.13.2,3,1,5,274
a.soopy.moe,akkoma,3.13.2,3,1,1,63
stroud.social,akkoma,3.13.2,3,3,3,187
unstable.solutions,akkoma,3.11.0,3,3,3,3756
social.wuatek.is,akkoma,3.13.1,3,2,2,1315
t.hermine.in,akkoma,3.11.0-0-ga03f3a9,3,1,1,544
akko.lightnovel-dungeon.de,akkoma,3.13.2,3,1,2,2729
akkoma.yae.gay,akkoma,3.10.4-1-gebfb617b,3,1,3,130
akm.worldc.one,akkoma,3.10.4-1-gebfb617b,3,2,2,215
ambrosia.cafe,akkoma,3.13.2-0-g050bc74,3,2,2,770
demons.social,akkoma,3.13.2-0-g050bc74,3,1,3,18
fedi.roxcelic.love,akkoma,3.13.2-0-g050bc74,3,3,3,59
forcefemm.ing,akkoma,3.13.2,3,2,2,54
meow.morecats.net,akkoma,3.13.1-0-gc02e343,3,2,3,1
nerd.town,akkoma,3.13.2,3,1,2,24
nolineage.com,akkoma,3.9.3-0-g9d7c877,3,1,1,3398
rebel.iero.org,akkoma,3.10.4-0-gebfb617,3,2,2,887
semtex.social,akkoma,3.13.2,3,3,3,5
silvernight.social,akkoma,3.10.4-1-gebfb617b,3,1,1,5565
social.duniter.org,akkoma,3.13.2-0-g050bc74,3,1,3,4
social.matchu.dev,akkoma,3.9.3-0-g9d7c877,3,1,1,1174
soc.kouett.net.eu.org,akkoma,3.13.2-0-g050bc74,3,3,3,17664
transient.garden,akkoma,3.3.1-0-gc0eecb55b-develop,3,null,null,3
whiz.social,akkoma,3.13.2,3,3,3,3
yap.nishy.fr,akkoma,3.10.4-1-gebfb617b,3,0,0,2
akkoma.chez.chat,akkoma,3.5.0-26-g54fdf3a5,3,null,null,622
lotor.network,akkoma,3.13.2,3,2,2,6832
stoner.cafe,akkoma,3.13.1-0-gc02e343,3,4,6,0
fedi.quiet.horse,akkoma,3.10.4-1-gebfb617b,3,2,3,4174
social.sqrts.net,akkoma,3.13.2-0-g050bc74,3,1,2,154
soc.haj.gay,akkoma,3.11.0-0-ga03f3a9,3,2,3,530
f.matdoes.dev,akkoma,3.13.2,3,3,3,142
social.notandy.de,akkoma,3.13.2-0-g050bc74,3,2,2,1
fedi.splatoon3.ink,akkoma,3.7.1,3,null,null,12002
akko.erincandescent.net,akkoma,3.13.2,3,2,3,1144
fedi.aria.dog,akkoma,3.12.0-0-gd71d523,3,2,3,8263
akko.shork.gay,akkoma,3.13.2-0-g050bc74,3,3,3,233
social.shadowfacts.net,akkoma,3.13.2,2,2,2,17557
opayq.social,akkoma,3.8.0,2,1,2,91
akkoma.becutewith.me,akkoma,3.13.2,2,2,2,90
pleroma.frickalou.com,akkoma,3.11.0,2,1,1,21
elezen.club,akkoma,3.9.3-0-g9d7c877,2,1,1,56
akkoma.4869.homes,akkoma,3.13.2,2,2,3,295
rapidsloth.xyz,akkoma,3.13.2-499-g5e92f955-develop,2,1,1,1
akko.bussy.pics,akkoma,3.13.2,2,2,2,113
akm.hora.win,akkoma,3.13.2,2,2,2,1228
social.mitexleo.one,akkoma,3.13.1-0-gc02e343,2,2,3,836
social.jlinuxer.org,akkoma,3.13.2-537-gd1c4b976-develop,2,2,2,1139
toepi.moe,akkoma,3.13.2,2,2,2,1353
social.khromatic-myst.com,akkoma,3.9.3-28-g9d7c877d,2,1,1,405
awawa.cat,akkoma,3.10.4,2,1,2,900
km.produkti.se,akkoma,3.13.2,2,1,2,904
fedi.itepechi.me,akkoma,3.13.2+bnakkoma,2,2,2,79
agora.echelon.pl,akkoma,3.13.2,2,1,1,12342
soc.feditime.com,akkoma,3.13.2,2,2,2,790
glegle.party,akkoma,3.13.1,2,1,1,28
fedi.konsolenknecht.de,akkoma,3.13.2-0-g050bc74,2,2,2,3
void.0x0a.de,akkoma,3.13.2,2,1,2,338
enby.army,akkoma,3.12.0,2,2,2,14
avery.garden,akkoma,3.13.2,2,1,2,677
akko.contref.eu,akkoma,3.13.1,2,2,2,69
akkm.moongazer.net,akkoma,3.13.2-0-g050bc74,2,2,2,155
micro.shitpost.blog,akkoma,3.4.0-0-gf91b89673,2,null,null,302
bunnyanarchy.org,akkoma,3.10.4,2,2,2,1359
fedi.lamer-ethos.site,akkoma,3.13.1-0-gc02e343,2,1,1,1350
thepage.house,akkoma,3.12.0-0-gd71d523,2,1,2,2239
meta.jorun.dev,akkoma,3.10.4-1-gebfb617b,2,1,2,738
fedi.circuitlocution.com,akkoma,3.10.4,2,1,1,697
isnot.online,akkoma,3.13.2,2,1,1,199
teslam.in,akkoma,3.12.2,2,2,2,2516
social.tnhh.org,akkoma,3.13.2,2,2,2,867
pleroma.oook.fr,akkoma,3.12.2,2,1,2,1402
akkoma.riley-tech.net,akkoma,3.9.3-0-g9d7c877,2,1,2,139
fedi.triodug.com,akkoma,3.13.2-0-g050bc74,2,1,1,4717
omemoji.net,akkoma,3.12.2-0-g26a91d5,2,1,1,241
ak.kazuma.family,akkoma,3.13.2,2,2,2,2567
soc.7thmagic.net,akkoma,3.12.2-349-gb8393ad9-develop,2,1,2,2078
poly.cybre.city,akkoma,3.13.1-484-g76ded10a-develop,2,1,1,9526
pars.ee,akkoma,3.13.1-466-g21a81e11-develop,2,2,2,5677
a.dissonant.dev,akkoma,3.13.2-0-g050bc74,2,2,3,28
akkoma.dogphilosophy.net,akkoma,3.13.2-0-g050bc74,2,1,2,244
akkoma.newt.li,akkoma,3.10.4-1-gebfb617b,2,2,2,39
akkoma.paranoiamachinery.com,akkoma,3.13.1,2,1,2,341
bunny.family,akkoma,3.5.0-0-gd9508474b,2,null,null,72
catgirl.college,akkoma,3.13.1,2,1,2,8
ciql.net,akkoma,3.13.2-0-g050bc74,2,2,2,26
deep13.social,akkoma,3.13.2-0-g050bc74,2,1,2,134
fedi.inclementaviary.uk,akkoma,3.13.2-0-g050bc74,2,1,1,341
fedi.owo.justdied.com,akkoma,3.13.2-46-g3ff0f46b,2,1,2,7887
fedi.rubikoid.ru,akkoma,3.13.2,2,0,2,5
fennec.town,akkoma,3.13.2-0-g050bc74,2,1,1,376
is.handsomewaifu.pink,akkoma,3.11.0-0-ga03f3a9,2,1,2,132
kriwil.net,akkoma,3.13.1-0-gc02e343,2,1,2,58
loves.reisen,akkoma,3.13.2-525-g778b2139-develop,2,1,1,115
madr.it,akkoma,3.8.0,2,1,1,35
moonlit.city,akkoma,3.10.4-1-gebfb617b,2,2,2,121
nettles.social,akkoma,3.11.0,2,2,2,119
netwatch.uk,akkoma,3.13.2-0-g050bc74,2,2,2,227
p.changeme.fr.eu.org,akkoma,3.13.2,2,1,1,178
p.h.etbus.ch,akkoma,3.12.2-0-g26a91d5,2,1,1,40
pleroma.arbolitoloco.xyz,akkoma,3.13.2,2,1,2,15
pleroma.stuebinm.eu,akkoma,3.13.2,2,2,2,1856
pl.fanyx.xyz,akkoma,3.9.3-heads-v3-9-3,2,1,1,539
sherlockholmes.social,akkoma,3.10.2,2,2,2,1742
sith.is,akkoma,3.12.0-0-gd71d523,2,1,1,1
sleepless.cafe,akkoma,3.13.2,2,1,1,163
social.alster.space,akkoma,3.13.2-0-g050bc74,2,2,2,4385
social.lunasqu.ee,akkoma,3.13.2,2,1,1,262
social.polynom.me,akkoma,3.13.2,2,1,1,45
social.ratliff.space,akkoma,3.9.3-0-g9d7c877,2,1,1,1
solitary.social,akkoma,3.13.2,2,1,2,442
teto.zone,akkoma,3.13.2,2,2,2,204
throwing.lol,akkoma,3.13.2,2,1,2,6
trapped.genoq.org,akkoma,3.13.2,2,2,2,289
yusaao.com,akkoma,3.13.2,2,1,2,25
social.maxicarlos.de,akkoma,3.13.2,2,2,4,49
nrg2.net,akkoma,3.5.0-0-gd9508474b,2,null,null,4
akkoma.asdfzdfj.xyz,akkoma,3.13.2-499-g5e92f955-develop,2,0,2,21
social.gerwitz.com,akkoma,3.10.4,2,0,1,998
ap.nil.im,akkoma,3.13.2,2,2,2,1336
social.tenak.net,akkoma,3.13.2-0-g050bc74,2,1,1,238
home.solitude.bar,akkoma,3.13.2-0-g050bc74,2,1,1,61
akkoma.fawks.ie,akkoma,3.13.2,2,0,1,2
social.witch.gay,akkoma,3.13.2,2,2,2,37
social.stellers.gay,akkoma,3.12.2-0-g26a91d5,2,2,2,15
social.exotic.sh,akkoma,3.13.2,2,0,2,3
activitypub.chariz.com,akkoma,3.4.0,2,null,null,22
social.subluminal.industries,akkoma,3.13.2,2,1,1,0
feed.ciql.net,akkoma,3.13.2-0-g050bc74,2,2,2,26
fediverso.jbox.com.br,akkoma,3.13.1,2,2,2,82675
pleroma.niuez.net,akkoma,3.9.3-28-g9d7c877d,2,2,2,213
exploited.site,akkoma,3.13.2-614-g3ff0f46b-develop,2,3,3,80
axbom.me,akkoma,3.8.0-0-gccae7ef,1,1,1,1302
lazygeek.cafe,akkoma,3.13.2,1,1,1,51
cuche.cc,akkoma,3.13.2-0-g050bc74,1,1,1,351
akkoma.trwnh.com,akkoma,3.13.1,1,1,2,0
social.foxdn.net,akkoma,3.13.2,1,1,1,80
social.otsuka.haus,akkoma,3.13.2-0-g050bc74,1,1,1,32
akk.noury.li,akkoma,3.12.0,1,1,1,1
akkoma.scarlet.house,akkoma,3.13.1,1,1,1,94
social.arpakuut.io,akkoma,3.12.2,1,1,1,10
schafweide.xyz,akkoma,3.13.2-583-g5992e8bb-develop,1,1,1,202
thias.hellqui.st,akkoma,3.13.1-0-gc02e343,1,1,1,448
latex.monster,akkoma,3.11.0-0-ga03f3a9,1,1,1,25
ak2.suzu-ya.info,akkoma,3.13.2-0-g050bc74,1,1,1,2486
autumnsky.jp,akkoma,3.10.2,1,1,1,651
ncbt.space,akkoma,3.13.2,1,1,1,35
akitsune.dev,akkoma,3.13.2-0-g050bc74,1,1,1,7
nocturne.cx,akkoma,3.12.0,1,1,1,95
the.cat.broker,akkoma,3.11.0-0-ga03f3a9,1,1,1,189
ak.7shiro.com,akkoma,3.13.2-518-g8afc3bee-develop,1,1,1,2702
omglol.fun,akkoma,3.13.2-0-g050bc74,1,1,1,187
pleroma.shakalaka.club,akkoma,3.13.2-0-g050bc74,1,1,1,9
social.dissidence.ovh,akkoma,3.11.0,1,1,1,171
taakka.fillari.xyz,akkoma,3.13.2-0-g050bc74,1,1,1,160
social.kyzune.com,akkoma,3.13.1-466-g21a81e11-develop,1,1,1,0
cozymech.com,akkoma,3.13.1,1,1,2,905
evil.rodeo,akkoma,3.13.2-0-g050bc74,1,1,1,104
fedi.tasossah.com,akkoma,3.13.2,1,1,1,105
helix.cafe,akkoma,3.13.2-614-g3ff0f46b-develop,1,1,1,4
fedi.neon.moe,akkoma,3.12.2,1,1,1,797
astheriver.art,akkoma,3.10.3-0-gc887dd4,1,1,1,53
pl22.telteltel.com,akkoma,3.6.0-0-g45a11aa-develop,1,null,null,83810
toothole.org,akkoma,3.9.3-0-g9d7c877,1,1,1,85
social.tzimos.xyz,akkoma,3.13.2-0-g050bc74,1,1,1,24
sudo.cx,akkoma,3.7.1-0-gfef4bae,1,null,null,4
akkoma.till0196.com,akkoma,3.10.4,1,1,1,8
fedi.pavluk.org,akkoma,3.13.2,1,1,1,958
pleroma.glueoh.com,akkoma,3.10.4-0-g0af8e93,1,1,1,22130
ak1.monolith-rave.xyz,akkoma,3.13.1,1,1,1,9
sns.internationalotaku.com,akkoma,3.10.4,1,1,1,175
social.rutland.org.uk,akkoma,3.9.3-28-g9d7c877d,1,1,1,213
walkah.social,akkoma,3.13.2,1,1,1,53
don.tbully.me,akkoma,3.13.2-583-g5992e8bb-develop,1,1,1,5169
social.ccw.icu,akkoma,3.10.2,1,1,1,83
akko.mornie.org,akkoma,3.13.2,1,1,1,710
social.code-feather.de,akkoma,3.13.2,1,1,1,16
fedi.underscore.world,akkoma,3.13.2-uw1,1,1,1,76887
fedi.drew.monster,akkoma,3.13.1,1,1,1,402
akk.de-lacom.be,akkoma,3.13.2,1,1,1,945
social.seiichiro0185.org,akkoma,3.13.2-0-g050bc74,1,1,1,0
f.e4.pm,akkoma,3.9.3,1,1,1,49
manganiello.social,akkoma,3.13.2-0-g050bc74,1,1,1,427
akkoma.haru3.me,akkoma,3.13.2,1,1,1,291
social.tidusfox9.online,akkoma,3.13.2-0-g050bc74,1,1,1,268
social.brokenbydesign.org,akkoma,3.13.1,1,1,1,266
ak.infernal.garden,akkoma,3.4.0-111-g6453297e-develop,1,null,null,302
fedi.yuka.dev,akkoma,3.10.4,1,1,1,1643
fedi.xerz.one,akkoma,3.12.0-0-g11c305b,1,1,1,45328
akko.quad.moe,akkoma,3.13.2,1,1,1,2636
social.s6jr.com,akkoma,3.12.2,1,1,1,330
sparkgap.marsfreeradio.org,akkoma,3.10.4-0-g0af8e93,1,1,1,110
500plus.slavistapl.eu.org,akkoma,3.13.2-0-g050bc74,1,1,1,966
social.oriol.ie,akkoma,3.13.1-0-gc02e343,1,1,1,35
post.michae.lv,akkoma,3.5.0-14-gd9508474,1,null,null,0
toot.leif.pl,akkoma,3.13.2,1,1,3,164
ringed.space,akkoma,3.13.2-0-g050bc74,1,1,1,1064
bitrot.cafe,akkoma,3.10.4-0-gebfb617,1,0,1,0
sidraco.in,akkoma,3.13.2-0-g050bc74,1,1,1,365
fedi.srijan.dev,akkoma,3.13.1,1,1,1,103
thewired.wtf,akkoma,3.13.2-0-g72af38c-develop,1,1,1,213
social.unboiled.info,akkoma,3.13.2,1,1,1,460
toots.morepablo.com,akkoma,3.5.0-0-gd9508474b,1,null,null,478
social.andreva.cc,akkoma,3.13.1,1,1,1,2149
dood.net,akkoma,3.13.1-0-gc02e343,1,1,1,3099
fd.s4if.dev,akkoma,3.13.2,1,1,1,759
a.n0id.space,akkoma,3.13.2-0-g050bc74,1,1,1,11382
fedi.jametek.com,akkoma,3.11.0-0-ga03f3a9,1,1,1,3954
teabag.ninja,akkoma,3.13.2-0-g050bc74,1,1,1,41
toot.0upti.me,akkoma,3.13.2,1,1,1,3
blackstar.cafe,akkoma,3.13.2-0-g050bc74,1,1,1,3927
pont-bl.eu.org,akkoma,3.13.2-0-g050bc74,1,1,1,346
tl.xn--7fw.xyz,akkoma,3.10.3-0-g368b22f-develop,1,1,1,538
aika.social,akkoma,3.13.1,1,1,1,46
akko.isabelroses.com,akkoma,3.13.2,1,1,1,1318
akkoma-001.lab.void.lgbt,akkoma,3.13.2-0-g050bc74,1,1,1,6
akkoma.andho.xyz,akkoma,3.10.4-0-gebfb617,1,1,1,30
akkoma.cormont.cyou,akkoma,3.12.2,1,1,1,3
akkoma.jonoabroad.com,akkoma,3.10.4,1,1,1,506
akkoma.marud.fr,akkoma,3.13.2-0-g050bc74,1,0,1,167
akko.spooky.academy,akkoma,3.13.2,1,1,1,36
akko.staging.e2net.social,akkoma,3.11.0-0-ga03f3a9,1,0,1,72
akk.skelly.boo,akkoma,3.9.3-28-g9d7c877d,1,1,1,160
ak.sabross.xyz,akkoma,3.13.2,1,1,1,7
ak.uwu.is,akkoma,3.13.2,1,1,1,150
ak.yakumo.moe,akkoma,3.10.4-1-gebfb617b,1,0,0,0
anti.social.sungo.cloud,akkoma,3.13.2,1,1,1,1086
as89.it,akkoma,3.10.4-0-gebfb617,1,1,1,43
birdsite.space,akkoma,3.13.1,1,1,1,85
buns.pet,akkoma,3.9.3,1,1,1,31
catgirls.party,akkoma,3.13.1,1,1,1,62
dancefight.club,akkoma,3.5.0-14-gd9508474,1,null,null,98
ebin.eila.me,akkoma,3.11.0,1,1,1,21
fedi.ahfrom.synology.me,akkoma,3.13.2,1,1,1,2408
fedi.gebbl.net,akkoma,3.13.2,1,1,1,3
fedi.infisoft.org,akkoma,3.13.2-0-g050bc74,1,1,1,55
fedi.kizaing.ca,akkoma,3.13.2-0-g050bc74,1,1,1,3
fedi.rubedo.gay,akkoma,3.13.1,1,1,1,3307
fedi.tengu.space,akkoma,3.13.2-0-g050bc74,1,1,1,255
fedi.vale.rocks,akkoma,3.10.4-1-gebfb617b,1,1,1,172
fediverse.omaramin.me,akkoma,3.13.1,1,1,1,816
fedi.yuugi.dev,akkoma,3.13.2,1,1,1,50
fluttershy.club,akkoma,3.10.4-0-gebfb617,1,0,1,2
gehenna.moe,akkoma,3.13.2-0-g050bc74,1,1,1,56
harton.social,akkoma,3.13.1,1,1,1,74
hypno.cafe,akkoma,3.9.3-28-g9d7c877d,1,1,1,97
jexams.me,akkoma,3.11.0-0-ga03f3a9,1,1,1,91
kein.chat,akkoma,3.13.2-0-g050bc74,1,1,1,96
kinryouku.tenshi.zip,akkoma,3.13.2,1,1,1,92
koko.micenest.xyz,akkoma,3.13.2-0-g5e92f95-develop,1,1,2,1548
lothlorien.social,akkoma,3.13.1,1,1,1,1
lyctor.space,akkoma,3.13.2-0-g050bc74,1,1,1,199
mb.jenot.info,akkoma,3.11.0,1,1,1,429
naked.dequbed.space,akkoma,3.10.4-1-gebfb617b,1,1,2,61
net.megmer.net,akkoma,3.13.2,1,1,1,21
nopm.xyz,akkoma,3.13.1,1,0,1,3
nsfw.lehtiin.eu,akkoma,3.10.4-4-gd4411842,1,1,1,28
plrm.biboumail.fr,akkoma,3.13.2-0-g050bc74,1,1,1,80
p.mrzm.io,akkoma,3.9.3,1,1,1,84
p.nextgeimu.net,akkoma,3.12.0-0-g087d88f-develop,1,1,1,0
pooper.jakest.us,akkoma,3.6.0-0-g36cb19d,1,null,null,3
primitivebits.social,akkoma,3.10.4-0-gebfb617,1,1,1,637
psysocial.net,akkoma,3.13.2,1,1,1,0
scalies.cc,akkoma,3.9.3-0-g9d7c877,1,0,1,9
shrug.pro,akkoma,3.13.1,1,1,1,136
social.azcyouth.in,akkoma,3.10.4-1-gebfb617b,1,0,1,1
social.canony.xyz,akkoma,3.13.2-0-g050bc74,1,1,1,701
social.cowingtonpost.com,akkoma,3.13.2,1,1,1,7
social.fricklers.org,akkoma,3.13.2,1,1,1,221
social.genesismachina.ca,akkoma,3.13.1-0-gc02e343,1,1,1,22
social.heathanderson.net,akkoma,3.5.0-0-gd9508474b,1,null,null,49
social.issacdowling.com,akkoma,3.13.1,1,1,3,15
social.justelex.de,akkoma,3.8.0,1,1,1,461
social.kejadlen.dev,akkoma,3.13.2-0-g050bc74,1,1,1,1851
social.k-fx.de,akkoma,3.13.2-166-g050bc744,1,1,1,2
social.musgrovegreen.co.uk,akkoma,3.13.2,1,1,1,87
social.qlyoung.net,akkoma,3.13.2,1,1,1,305
social.tadzik.net,akkoma,3.12.0-0-gd71d523,1,1,1,1002
social.trayd.xyz,akkoma,3.9.3-28-g9d7c877d,1,0,1,15
strangeanarchy.xyz,akkoma,3.9.3-0-g9d7c877,1,0,1,41
strings.io,akkoma,3.13.1,1,1,1,68
toastedlord.sytes.net,akkoma,3.10.4-1-gebfb617b,1,1,1,1340
fedi.theepicblock.nl,akkoma,3.13.1,1,1,1,20
lab-01.arewesecureyet.org,akkoma,3.5.0-12-g63f2d1cb,1,null,null,2
hi.47041.net,akkoma,3.13.1-0-gc02e343,1,1,1,1571
akkoma.flicke.red,akkoma,3.13.2,1,1,1,2
social.danielmaxson.com,akkoma,3.9.3-28-g9d7c877d,1,1,1,2
